lat [deg],lon [deg],start time [s],duration [s],severity,measurements
46.78125000000006,33.37291700000003,41940.0,6000.0,5.324784827348314,|['visible', 'thermal', 'sar']|
-30.843749999999943,-62.25208299999997,44470.0,6000.0,9.501552930446618,|['visible', 'thermal', 'sar']|
-16.558622999999955,-69.02902099999994,47640.0,6000.0,6.246691229831381,|['visible', 'thermal', 'sar']|
-28.427082999999982,137.20625000000007,48850.0,6000.0,5.61074276980797,|['visible', 'thermal', 'sar']|
29.75180400000005,116.22106300000007,48880.0,6000.0,0.4062331393596119,|['visible', 'thermal', 'sar']|
-0.14092799999997396,29.602017000000046,49790.0,6000.0,8.27409269291978,|['visible', 'thermal', 'sar']|
60.91987300000005,34.16145800000004,50750.0,6000.0,1.3037552007303899,|['visible', 'thermal', 'sar']|
50.64907500000004,-68.72812499999998,50930.0,6000.0,5.016559024167801,|['visible', 'thermal', 'sar']|
49.76436800000005,-94.51839899999999,52030.0,6000.0,1.1478892689968223,|['visible', 'thermal', 'sar']|
-16.558622999999955,-69.02902099999994,53780.0,6000.0,9.6160746966171,|['visible', 'thermal', 'sar']|
31.110144000000048,120.54374100000007,53940.0,6000.0,8.045423550460232,|['visible', 'thermal', 'sar']|
-32.14897999999994,-52.62816099999998,54710.0,6000.0,7.123873324849081,|['visible', 'thermal', 'sar']|
-1.914498999999978,-59.477150999999935,56110.0,6000.0,2.959340695977369,|['visible', 'thermal', 'sar']|
-11.430954999999926,29.814500000000066,56610.0,6000.0,4.083644358829793,|['visible', 'thermal', 'sar']|
56.23418500000008,-103.14960599999995,59460.0,6000.0,0.021214974607243198,|['visible', 'thermal', 'sar']|
44.48055700000003,-75.79424599999999,60360.0,6000.0,1.8579669047158531,|['visible', 'thermal', 'sar']|
-2.7154319999999643,18.177779000000044,60820.0,6000.0,0.6757065275458629,|['visible', 'thermal', 'sar']|
53.78478800000005,-77.45146299999999,62330.0,6000.0,7.573100609829314,|['visible', 'thermal', 'sar']|
58.81196500000004,-102.75755599999997,63490.0,6000.0,2.5014702484874194,|['visible', 'thermal', 'sar']|
42.90433400000006,-78.90808399999997,64190.0,6000.0,1.3789689767719993,|['visible', 'thermal', 'sar']|
51.88575200000008,-99.65384499999999,66240.0,6000.0,1.20774940339746,|['visible', 'thermal', 'sar']|
1.6133820000000583,32.34902600000004,66790.0,6000.0,6.850317886241855,|['visible', 'thermal', 'sar']|
13.077083000000073,14.527083000000061,69930.0,6000.0,3.8558606597580525,|['visible', 'thermal', 'sar']|
68.12483000000003,87.76145800000006,70020.0,6000.0,5.1368879884958885,|['visible', 'thermal', 'sar']|
11.573725000000024,37.407008000000076,72630.0,6000.0,5.568310334703074,|['visible', 'thermal', 'sar']|
-16.558622999999955,-69.02902099999994,73010.0,6000.0,8.061374619398732,|['visible', 'thermal', 'sar']|
49.36647500000004,117.71269600000005,74160.0,6000.0,2.5328163754194764,|['visible', 'thermal', 'sar']|
-30.747916999999973,139.7270830000001,74220.0,6000.0,5.259798746211539,|['visible', 'thermal', 'sar']|
68.12483000000003,87.76145800000006,78300.0,6000.0,9.662040104459438,|['visible', 'thermal', 'sar']|
58.36897900000008,12.368581000000063,78420.0,6000.0,9.503511797541137,|['visible', 'thermal', 'sar']|
53.77057800000006,127.30685400000004,78630.0,6000.0,4.126295806516197,|['visible', 'thermal', 'sar']|
58.53226700000005,15.039006000000029,79910.0,6000.0,4.953155541953178,|['visible', 'thermal', 'sar']|
12.533721000000071,104.39712800000007,80190.0,6000.0,9.625793254907379,|['visible', 'thermal', 'sar']|
53.78478800000005,-77.45146299999999,80260.0,6000.0,8.36006266354069,|['visible', 'thermal', 'sar']|
49.76436800000005,-94.51839899999999,81010.0,6000.0,2.044466967018214,|['visible', 'thermal', 'sar']|
63.03429100000005,112.4770830000001,81170.0,6000.0,2.8828286129484493,|['visible', 'thermal', 'sar']|
-19.159299999999973,-67.01562499999994,81210.0,6000.0,1.2086137060437174,|['visible', 'thermal', 'sar']|
48.82708300000007,44.681250000000034,82440.0,6000.0,3.5389297646102538,|['visible', 'thermal', 'sar']|
-7.914582999999936,32.20208300000007,83300.0,6000.0,1.6849682481470263,|['visible', 'thermal', 'sar']|
53.729265000000055,-75.96344799999997,84120.0,6000.0,6.315465602362198,|['visible', 'thermal', 'sar']|
-16.52291699999995,28.760417000000075,84670.0,6000.0,7.365861848308053,|['visible', 'thermal', 'sar']|
59.952780000000075,31.03285100000005,190.0,3000.0,8.290573903881524,|['visible', 'thermal']|
58.70450800000003,-111.20051199999995,190.0,3000.0,3.04093925164688,|['visible', 'thermal']|
50.27708300000006,92.71041700000006,610.0,3000.0,7.012038910202067,|['visible', 'thermal']|
51.58786500000008,-98.72877799999998,850.0,3000.0,2.079019526135192,|['visible', 'thermal']|
52.23439300000007,104.32187500000003,960.0,3000.0,5.835642709963791,|['visible', 'thermal']|
45.05345600000004,132.8422280000001,1380.0,3000.0,2.230518300372312,|['visible', 'thermal']|
-15.586300999999935,32.70431800000006,1520.0,3000.0,0.49593067676559244,|['visible', 'thermal']|
57.36162500000006,-98.13294899999994,2000.0,3000.0,7.644542559263362,|['visible', 'thermal']|
7.764054000000044,-62.99791699999997,2330.0,3000.0,8.458500071304128,|['visible', 'thermal']|
48.82708300000007,44.681250000000034,2670.0,3000.0,0.5606958057796108,|['visible', 'thermal']|
-16.558622999999955,-69.02902099999994,3010.0,3000.0,6.7532912626263295,|['visible', 'thermal']|
23.967280000000073,32.88645800000006,3710.0,3000.0,6.558414302000801,|['visible', 'thermal']|
-19.159299999999973,-67.01562499999994,4180.0,3000.0,6.120916758786494,|['visible', 'thermal']|
44.48055700000003,-75.79424599999999,4250.0,3000.0,3.1837215630749816,|['visible', 'thermal']|
-19.159299999999973,-67.01562499999994,4390.0,3000.0,4.551923327893847,|['visible', 'thermal']|
42.90433400000006,-78.90808399999997,4760.0,3000.0,0.9843098686015905,|['visible', 'thermal']|
49.655849000000046,83.34758000000005,4780.0,3000.0,3.9435340108916384,|['visible', 'thermal']|
57.36162500000006,-98.13294899999994,4810.0,3000.0,7.088442305479962,|['visible', 'thermal']|
56.23418500000008,-103.14960599999995,5310.0,3000.0,6.628093282206477,|['visible', 'thermal']|
-8.491501999999969,28.878979000000072,5870.0,3000.0,0.06593078601291769,|['visible', 'thermal']|
57.36162500000006,-98.13294899999994,6220.0,3000.0,9.6185408284626,|['visible', 'thermal']|
38.64375000000007,42.947917000000075,6830.0,3000.0,8.834859719477478,|['visible', 'thermal']|
-31.685416999999973,136.08125000000007,7160.0,3000.0,8.710748021854918,|['visible', 'thermal']|
61.22708300000005,28.781250000000057,7510.0,3000.0,8.878589731722894,|['visible', 'thermal']|
63.03429100000005,112.4770830000001,7750.0,3000.0,8.436000656202506,|['visible', 'thermal']|
46.78125000000006,33.37291700000003,7820.0,3000.0,3.9926591476367546,|['visible', 'thermal']|
13.077083000000073,14.527083000000061,8220.0,3000.0,6.116632150388581,|['visible', 'thermal']|
48.82708300000007,44.681250000000034,8500.0,3000.0,3.7021531662627183,|['visible', 'thermal']|
58.53226700000005,15.039006000000029,8850.0,3000.0,5.761784024113911,|['visible', 'thermal']|
-9.42265999999995,-40.824116999999944,10480.0,3000.0,6.956761692312362,|['visible', 'thermal']|
23.967280000000073,32.88645800000006,10650.0,3000.0,2.032664008287266,|['visible', 'thermal']|
44.48055700000003,-75.79424599999999,10880.0,3000.0,7.535448005612341,|['visible', 'thermal']|
53.78478800000005,-77.45146299999999,11190.0,3000.0,6.000548207443855,|['visible', 'thermal']|
53.77057800000006,127.30685400000004,12010.0,3000.0,9.274059073809708,|['visible', 'thermal']|
49.08115500000008,33.24733700000007,12100.0,3000.0,0.513582928919124,|['visible', 'thermal']|
63.03429100000005,112.4770830000001,12110.0,3000.0,3.731949452578087,|['visible', 'thermal']|
58.98529200000007,27.73114000000004,13060.0,3000.0,1.296694579695421,|['visible', 'thermal']|
-32.14897999999994,-52.62816099999998,13210.0,3000.0,9.344476744404206,|['visible', 'thermal']|
44.90625000000006,59.71458300000006,13900.0,3000.0,1.550573572872237,|['visible', 'thermal']|
59.952780000000075,31.03285100000005,14450.0,3000.0,5.799580762322179,|['visible', 'thermal']|
-32.14897999999994,-52.62816099999998,15200.0,3000.0,2.5000597737172683,|['visible', 'thermal']|
-16.52291699999995,28.760417000000075,15670.0,3000.0,3.611456539189628,|['visible', 'thermal']|
66.56381000000005,-71.41304099999996,15760.0,3000.0,9.29686093169291,|['visible', 'thermal']|
11.122437000000048,-84.78190299999994,16720.0,3000.0,8.35638491957361,|['visible', 'thermal']|
75.22096900000008,100.08958300000006,18530.0,3000.0,2.8156184214671987,|['visible', 'thermal']|
-31.685416999999973,136.08125000000007,18560.0,3000.0,1.4163921114610245,|['visible', 'thermal']|
-15.586300999999935,32.70431800000006,19270.0,3000.0,2.136808832024383,|['visible', 'thermal']|
-30.747916999999973,139.7270830000001,19370.0,3000.0,3.4802058733420616,|['visible', 'thermal']|
51.248214000000075,-73.79260599999998,19440.0,3000.0,4.868463907038728,|['visible', 'thermal']|
59.952780000000075,31.03285100000005,20050.0,3000.0,9.499712700916515,|['visible', 'thermal']|
45.40034700000007,54.02444200000008,20550.0,3000.0,4.280843524297179,|['visible', 'thermal']|
52.61458300000004,5.647917000000064,22170.0,3000.0,3.9248553724713986,|['visible', 'thermal']|
49.30787300000003,-88.30937099999994,22850.0,3000.0,0.5456843602344419,|['visible', 'thermal']|
38.64375000000007,42.947917000000075,23120.0,3000.0,5.179437599953197,|['visible', 'thermal']|
50.64907500000004,-68.72812499999998,23590.0,3000.0,3.203857212171086,|['visible', 'thermal']|
-11.430954999999926,29.814500000000066,23700.0,3000.0,8.93286663551053,|['visible', 'thermal']|
68.12483000000003,87.76145800000006,24830.0,3000.0,6.080074786973539,|['visible', 'thermal']|
53.77057800000006,127.30685400000004,25440.0,3000.0,0.4662757423568975,|['visible', 'thermal']|
46.335417000000064,60.95208300000007,25960.0,3000.0,7.237247852077502,|['visible', 'thermal']|
65.40780300000006,-71.73512599999998,26040.0,3000.0,0.6977748207067402,|['visible', 'thermal']|
36.92291700000004,100.19791700000007,26330.0,3000.0,4.392549949751622,|['visible', 'thermal']|
-19.159299999999973,-67.01562499999994,26840.0,3000.0,4.018879642482641,|['visible', 'thermal']|
-8.491501999999969,28.878979000000072,27960.0,3000.0,1.7183060301660502,|['visible', 'thermal']|
38.64375000000007,42.947917000000075,28760.0,3000.0,1.053059487968372,|['visible', 'thermal']|
-3.8327909999999292,-49.64723399999997,28930.0,3000.0,3.794967594081875,|['visible', 'thermal']|
52.61458300000004,5.647917000000064,29670.0,3000.0,9.11193410205996,|['visible', 'thermal']|
-14.417701999999963,35.23645800000003,30310.0,3000.0,1.2367205176061147,|['visible', 'thermal']|
-11.430954999999926,29.814500000000066,30500.0,3000.0,4.310527875711442,|['visible', 'thermal']|
53.729265000000055,-75.96344799999997,31270.0,3000.0,2.1798566060546456,|['visible', 'thermal']|
-20.938466999999946,25.633917000000054,31560.0,3000.0,9.755580502681632,|['visible', 'thermal']|
49.655849000000046,83.34758000000005,31650.0,3000.0,2.7074284284838734,|['visible', 'thermal']|
31.110144000000048,120.54374100000007,31670.0,3000.0,9.733972414575142,|['visible', 'thermal']|
11.122437000000048,-84.78190299999994,31850.0,3000.0,2.253026945561114,|['visible', 'thermal']|
42.90433400000006,-78.90808399999997,32030.0,3000.0,2.77296320855563,|['visible', 'thermal']|
-30.747916999999973,139.7270830000001,32120.0,3000.0,0.3333046933190442,|['visible', 'thermal']|
13.077083000000073,14.527083000000061,32940.0,3000.0,2.9839781243370025,|['visible', 'thermal']|
60.82681800000006,-98.96528999999998,33120.0,3000.0,1.5973603148184312,|['visible', 'thermal']|
58.98529200000007,27.73114000000004,33590.0,3000.0,7.1685947264397445,|['visible', 'thermal']|
-3.8327909999999292,-49.64723399999997,34370.0,3000.0,2.5730155303646596,|['visible', 'thermal']|
40.86865100000006,67.79697100000004,34660.0,3000.0,9.515852987350389,|['visible', 'thermal']|
53.16006900000008,-99.28995199999997,36180.0,3000.0,8.163446708955135,|['visible', 'thermal']|
-28.427082999999982,137.20625000000007,36710.0,3000.0,8.283748184566424,|['visible', 'thermal']|
41.056625000000054,52.91291300000006,37190.0,3000.0,6.864167762482708,|['visible', 'thermal']|
49.30787300000003,-88.30937099999994,38960.0,3000.0,8.184428259869991,|['visible', 'thermal']|
58.10208800000004,38.70203900000007,39220.0,3000.0,7.000696614646933,|['visible', 'thermal']|
53.64879200000007,-64.26149099999998,39240.0,3000.0,2.368195520815428,|['visible', 'thermal']|
49.36647500000004,117.71269600000005,39540.0,3000.0,6.52206089205091,|['visible', 'thermal']|
47.610460000000046,42.110453000000064,40300.0,3000.0,2.0405591132252745,|['visible', 'thermal']|
-32.14897999999994,-52.62816099999998,40420.0,3000.0,4.7269071728904875,|['visible', 'thermal']|
46.335417000000064,60.95208300000007,40530.0,3000.0,9.421022611327887,|['visible', 'thermal']|
-2.7154319999999643,18.177779000000044,42060.0,3000.0,1.0521939785587042,|['visible', 'thermal']|
41.88958300000007,57.45208300000007,43270.0,3000.0,0.19298927027415758,|['visible', 'thermal']|
58.10208800000004,38.70203900000007,43820.0,3000.0,6.4757803755703005,|['visible', 'thermal']|
41.41041700000005,-112.83124999999995,43920.0,3000.0,7.934427596820159,|['visible', 'thermal']|
-16.52291699999995,28.760417000000075,44860.0,3000.0,8.520186199835875,|['visible', 'thermal']|
38.64375000000007,42.947917000000075,45240.0,3000.0,6.785549284069071,|['visible', 'thermal']|
41.88958300000007,57.45208300000007,45610.0,3000.0,9.302844015669471,|['visible', 'thermal']|
60.91987300000005,34.16145800000004,45650.0,3000.0,4.3622942461535335,|['visible', 'thermal']|
29.75180400000005,116.22106300000007,45740.0,3000.0,9.358435250347252,|['visible', 'thermal']|
31.110144000000048,120.54374100000007,45740.0,3000.0,6.938458652307549,|['visible', 'thermal']|
-3.8327909999999292,-49.64723399999997,46120.0,3000.0,9.464362551420166,|['visible', 'thermal']|
41.88958300000007,57.45208300000007,48300.0,3000.0,4.810852595166422,|['visible', 'thermal']|
50.27708300000006,92.71041700000006,48780.0,3000.0,4.475693939821394,|['visible', 'thermal']|
53.52198100000004,-60.137797999999975,49940.0,3000.0,9.940323502948685,|['visible', 'thermal']|
-19.159299999999973,-67.01562499999994,50190.0,3000.0,2.670548349197853,|['visible', 'thermal']|
6.3026270000000295,0.06034700000003568,50410.0,3000.0,7.126693136958276,|['visible', 'thermal']|
58.81196500000004,-102.75755599999997,50770.0,3000.0,3.6224626630731738,|['visible', 'thermal']|
68.12483000000003,87.76145800000006,51100.0,3000.0,2.4769885922453327,|['visible', 'thermal']|
-7.914582999999936,32.20208300000007,51730.0,3000.0,7.1380286348541375,|['visible', 'thermal']|
58.10208800000004,38.70203900000007,52930.0,3000.0,0.6117049957625065,|['visible', 'thermal']|
-0.14092799999997396,29.602017000000046,53520.0,3000.0,2.4705454519557515,|['visible', 'thermal']|
2.761442000000045,31.410473000000025,54170.0,3000.0,7.248410830725693,|['visible', 'thermal']|
44.90625000000006,59.71458300000006,54480.0,3000.0,6.829223941735644,|['visible', 'thermal']|
-11.430954999999926,29.814500000000066,56120.0,3000.0,5.988605688676425,|['visible', 'thermal']|
-16.52291699999995,28.760417000000075,56550.0,3000.0,0.6566560766050111,|['visible', 'thermal']|
-2.488619999999969,28.89284900000007,56980.0,3000.0,7.648329883395844,|['visible', 'thermal']|
13.077083000000073,14.527083000000061,57130.0,3000.0,9.145015396232555,|['visible', 'thermal']|
-16.52291699999995,28.760417000000075,57140.0,3000.0,8.312569206650604,|['visible', 'thermal']|
-16.558622999999955,-69.02902099999994,57820.0,3000.0,9.136311877773323,|['visible', 'thermal']|
-14.417701999999963,35.23645800000003,58230.0,3000.0,5.236917445352716,|['visible', 'thermal']|
12.533721000000071,104.39712800000007,58250.0,3000.0,1.5583410793565788,|['visible', 'thermal']|
54.79791700000004,76.88541700000007,59370.0,3000.0,8.58544051314856,|['visible', 'thermal']|
61.22708300000005,28.781250000000057,60570.0,3000.0,6.154368926811877,|['visible', 'thermal']|
45.40034700000007,54.02444200000008,61050.0,3000.0,9.017783426160582,|['visible', 'thermal']|
49.655849000000046,83.34758000000005,61250.0,3000.0,6.63523829125917,|['visible', 'thermal']|
68.12483000000003,87.76145800000006,61600.0,3000.0,5.324884582129171,|['visible', 'thermal']|
44.90625000000006,59.71458300000006,63370.0,3000.0,2.6027108101709775,|['visible', 'thermal']|
49.76436800000005,-94.51839899999999,63520.0,3000.0,8.991848709792084,|['visible', 'thermal']|
-0.14092799999997396,29.602017000000046,63850.0,3000.0,4.814588190317681,|['visible', 'thermal']|
53.64879200000007,-64.26149099999998,64020.0,3000.0,9.423775175062989,|['visible', 'thermal']|
58.98529200000007,27.73114000000004,64150.0,3000.0,6.983832601618513,|['visible', 'thermal']|
6.3026270000000295,0.06034700000003568,64970.0,3000.0,8.395786528205592,|['visible', 'thermal']|
51.88575200000008,-99.65384499999999,65080.0,3000.0,9.387692498986736,|['visible', 'thermal']|
53.64879200000007,-64.26149099999998,65150.0,3000.0,1.6293401550981645,|['visible', 'thermal']|
59.952780000000075,31.03285100000005,65200.0,3000.0,8.749386235261031,|['visible', 'thermal']|
52.23439300000007,104.32187500000003,65520.0,3000.0,5.026870114902632,|['visible', 'thermal']|
53.77057800000006,127.30685400000004,66970.0,3000.0,7.746302115823395,|['visible', 'thermal']|
-8.491501999999969,28.878979000000072,67000.0,3000.0,7.160016216941535,|['visible', 'thermal']|
51.58786500000008,-98.72877799999998,67340.0,3000.0,3.1444784483009425,|['visible', 'thermal']|
53.52198100000004,-60.137797999999975,68370.0,3000.0,2.739689545019992,|['visible', 'thermal']|
42.90433400000006,-78.90808399999997,68860.0,3000.0,6.7672000563329195,|['visible', 'thermal']|
-2.488619999999969,28.89284900000007,69150.0,3000.0,9.371459816517158,|['visible', 'thermal']|
58.98529200000007,27.73114000000004,69730.0,3000.0,4.156193283480291,|['visible', 'thermal']|
58.53226700000005,15.039006000000029,70010.0,3000.0,8.728372945816067,|['visible', 'thermal']|
-31.25208299999997,137.8604170000001,71650.0,3000.0,7.8225909692735005,|['visible', 'thermal']|
56.23418500000008,-103.14960599999995,72150.0,3000.0,9.85244360296959,|['visible', 'thermal']|
58.81196500000004,-102.75755599999997,72460.0,3000.0,9.512915639300608,|['visible', 'thermal']|
56.28411200000005,101.78541300000006,72910.0,3000.0,1.3214071470434396,|['visible', 'thermal']|
56.23418500000008,-103.14960599999995,73950.0,3000.0,1.4724403259272767,|['visible', 'thermal']|
58.70450800000003,-111.20051199999995,74370.0,3000.0,7.196908506336348,|['visible', 'thermal']|
51.248214000000075,-73.79260599999998,74620.0,3000.0,7.33849873850267,|['visible', 'thermal']|
58.53226700000005,15.039006000000029,74710.0,3000.0,6.395200511800516,|['visible', 'thermal']|
53.16006900000008,-99.28995199999997,74760.0,3000.0,3.4403587556982993,|['visible', 'thermal']|
52.23439300000007,104.32187500000003,75490.0,3000.0,3.201005699464159,|['visible', 'thermal']|
-46.83972899999998,-72.80154399999998,75840.0,3000.0,9.890826518588261,|['visible', 'thermal']|
66.56381000000005,-71.41304099999996,76970.0,3000.0,9.06518338705606,|['visible', 'thermal']|
11.122437000000048,-84.78190299999994,77030.0,3000.0,3.689232125403765,|['visible', 'thermal']|
58.36897900000008,12.368581000000063,77250.0,3000.0,4.836682535300477,|['visible', 'thermal']|
44.90625000000006,59.71458300000006,77670.0,3000.0,0.48842426266815453,|['visible', 'thermal']|
29.75180400000005,116.22106300000007,77720.0,3000.0,8.933564178243728,|['visible', 'thermal']|
38.64375000000007,42.947917000000075,78720.0,3000.0,8.51763261800774,|['visible', 'thermal']|
-30.843749999999943,-62.25208299999997,80040.0,3000.0,4.762723608613342,|['visible', 'thermal']|
50.27708300000006,92.71041700000006,80090.0,3000.0,2.343908684892515,|['visible', 'thermal']|
-19.159299999999973,-67.01562499999994,80820.0,3000.0,4.995351350342058,|['visible', 'thermal']|
49.36647500000004,117.71269600000005,80860.0,3000.0,9.573620694757782,|['visible', 'thermal']|
-46.83972899999998,-72.80154399999998,81630.0,3000.0,4.32916037413992,|['visible', 'thermal']|
66.56381000000005,-71.41304099999996,82040.0,3000.0,8.123684226806589,|['visible', 'thermal']|
38.64375000000007,42.947917000000075,82400.0,3000.0,0.33872360418404024,|['visible', 'thermal']|
2.761442000000045,31.410473000000025,82820.0,3000.0,4.870053044923504,|['visible', 'thermal']|
-11.430954999999926,29.814500000000066,82860.0,3000.0,7.765349743129184,|['visible', 'thermal']|
49.76436800000005,-94.51839899999999,82940.0,3000.0,7.05896526318274,|['visible', 'thermal']|
-31.685416999999973,136.08125000000007,84160.0,3000.0,7.694226712409213,|['visible', 'thermal']|
56.23418500000008,-103.14960599999995,84270.0,3000.0,2.892593771378941,|['visible', 'thermal']|
-16.558622999999955,-69.02902099999994,84960.0,3000.0,1.1409129180297717,|['visible', 'thermal']|
-31.685416999999973,136.08125000000007,180.0,1000.0,5.627589115048481,2.0,|['visible', 'sar']|
41.056625000000054,52.91291300000006,190.0,1000.0,4.533403082907491,2.0,|['visible', 'sar']|
31.110144000000048,120.54374100000007,310.0,1000.0,4.3418026829417,2.0,|['visible', 'sar']|
3.3729170000000295,36.14375000000007,370.0,1000.0,3.0419144447433535,2.0,|['visible', 'sar']|
11.573725000000024,37.407008000000076,380.0,1000.0,7.072310171912256,2.0,|['visible', 'sar']|
58.70450800000003,-111.20051199999995,450.0,1000.0,5.54462458709185,2.0,|['visible', 'sar']|
58.81196500000004,-102.75755599999997,510.0,1000.0,5.482764871834807,2.0,|['visible', 'sar']|
58.98529200000007,27.73114000000004,730.0,1000.0,7.016900103890728,2.0,|['visible', 'sar']|
-3.8327909999999292,-49.64723399999997,760.0,1000.0,0.2366122937345705,2.0,|['visible', 'sar']|
50.27708300000006,92.71041700000006,920.0,1000.0,1.5605198305905799,2.0,|['visible', 'sar']|
46.385417000000075,74.60208300000005,1260.0,1000.0,8.6753763125881,2.0,|['visible', 'sar']|
75.22096900000008,100.08958300000006,1330.0,1000.0,8.1465880828467,2.0,|['visible', 'sar']|
6.3026270000000295,0.06034700000003568,1620.0,1000.0,6.717235032979813,2.0,|['visible', 'sar']|
57.36162500000006,-98.13294899999994,1650.0,1000.0,0.8609235677284843,2.0,|['visible', 'sar']|
38.64375000000007,42.947917000000075,2240.0,1000.0,2.0314352743544637,2.0,|['visible', 'sar']|
53.52198100000004,-60.137797999999975,2380.0,1000.0,3.8726434863822465,2.0,|['visible', 'sar']|
68.12483000000003,87.76145800000006,2570.0,1000.0,9.76504849487005,2.0,|['visible', 'sar']|
2.761442000000045,31.410473000000025,2660.0,1000.0,7.6396663767287105,2.0,|['visible', 'sar']|
12.533721000000071,104.39712800000007,2670.0,1000.0,8.710588878704751,2.0,|['visible', 'sar']|
41.41041700000005,-112.83124999999995,3040.0,1000.0,6.587269259864103,2.0,|['visible', 'sar']|
63.570114000000046,-100.69936699999994,3040.0,1000.0,1.6043806307676445,2.0,|['visible', 'sar']|
