routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,474
_wait_for_messages,0.0,0.0,0.0,474
_preplan,1.791,0.0,1.791,1
_get_next_actions,0.0,0.0,0.0,474
preplanner/__get_new_requests,0.0,0.0,0.0,474
preplanner/__update_performed_requests,0.0,0.001,0.0,474
preplanner/_calc_arrival_times,0.243,0.077,0.231,101
preplanner/__update_access_times,0.052,1.128,0.0,474
preplanner/needs_initialized_plan,0.052,1.128,0.0,474
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.268,0.0,0.268,1
preplanner/initialize_plan,1.79,0.0,1.79,1
