routine,t_avg,t_std,t_med,n
check_action_statuses,0.011,0.042,0.0,12611
update_state,0.0,0.002,0.0,12611
sense_environment,0.769,0.576,0.621,12610
update_state_environment,0.014,0.043,0.0,12610
get_environment_broadcasts,0.007,0.032,0.0,12610
get_agent_broadcasts,0.103,0.182,0.0,12610
sense,0.904,0.637,0.775,12610
think,0.736,1.295,0.501,12610
perform_broadcast,0.012,0.034,0.0,1254
do,0.532,2.554,0.366,12610
perform_wait_for_messages,0.518,2.687,0.328,11356
perform_state_change,0.47,0.453,0.362,1670
perform_observation,0.644,0.453,0.563,1230
