routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.015,0.0,4374
update_state,0.0,0.0,0.0,4374
sense_environment,0.174,0.101,0.162,4373
update_state_environment,0.002,0.014,0.0,4373
get_environment_broadcasts,0.012,0.024,0.0,4373
get_agent_broadcasts,0.059,0.095,0.0,4373
sense,0.25,0.131,0.233,4373
think,0.432,0.365,0.39,4373
perform_broadcast,0.004,0.015,0.0,1416
do,0.155,0.136,0.123,4373
perform_wait_for_messages,0.147,0.147,0.098,2957
perform_state_change,0.134,0.123,0.097,1407
perform_observation,0.165,0.103,0.146,1407
