routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,614
update_state,0.0,0.0,0.0,614
sense_environment,0.022,0.011,0.022,613
update_state_environment,0.0,0.001,0.0,613
get_environment_broadcasts,0.003,0.006,0.0,613
get_agent_broadcasts,0.006,0.008,0.0,613
sense,0.032,0.014,0.029,613
think,0.111,0.429,0.087,613
perform_broadcast,0.001,0.003,0.0,257
do,0.016,0.017,0.011,613
perform_wait_for_messages,0.017,0.02,0.009,381
perform_state_change,0.016,0.018,0.007,126
perform_observation,0.016,0.009,0.015,157
