routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00013,0.00074,1e-05,378
__check_action_completion,6e-05,1e-05,6e-05,378
preplanner/update_percepts,2e-05,0.0,2e-05,378
preplanner/needs_planning,0.0,0.0,0.0,378
preplanner/calculate_access_opportunities,0.00049,0.00126,0.00031,173
preplanner/populate_adjacency_matrix,0.00024,0.00101,2e-05,87
preplanner/is_observation_path_valid,1e-05,1e-05,1e-05,449
preplanner/_schedule_observations,0.02035,0.01565,0.01506,173
preplanner/_schedule_broadcasts,1e-05,0.0,1e-05,173
preplanner/_schedule_maneuvers,0.0037,0.00482,0.00245,173
preplanner/__schedule_periodic_replan,5e-05,3e-05,5e-05,173
preplanner/generate_plan,0.02418,0.01629,0.01887,173
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,378
replanner/update_percepts,6e-05,2e-05,6e-05,378
replanner/check_request_completion,0.0058,0.00726,0.00261,378
replanner/check_request_end_time,0.0,0.0,0.0,378
replanner/compare_bids,0.00365,0.00548,0.00187,378
replanner/consensus_phase,0.00946,0.00993,0.00492,378
replanner/needs_planning,0.00948,0.00993,0.00493,378
replanner/_get_available_requests,1e-05,0.0,1e-05,12
