routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.007,0.034,0.0,12480
__check_action_completion,0.0,0.001,0.0,12480
preplanner/update_percepts,0.002,0.011,0.0,12480
preplanner/needs_planning,0.0,0.001,0.0,12480
preplanner/calculate_access_times,0.135,0.0,0.135,1
preplanner/_schedule_observations,4.85,0.0,4.85,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,120.628,0.0,120.628,1
preplanner/_schedule_maneuvers,0.808,0.0,0.808,1
preplanner/__schedule_periodic_replan,0.297,0.0,0.297,1
preplanner/generate_plan,126.889,0.0,126.889,1
replanner/needs_planning,0.0,0.001,0.0,12480
