routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.012,0.0,155
update_state,0.0,0.0,0.0,155
sense_environment,0.18,0.115,0.183,154
update_state_environment,0.001,0.007,0.0,154
get_environment_broadcasts,0.0,0.0,0.0,154
get_agent_broadcasts,0.0,0.0,0.0,154
sense,0.183,0.117,0.185,154
think,0.883,4.719,0.077,154
perform_broadcast,0.012,0.046,0.0,19
do,0.176,0.492,0.101,154
perform_wait_for_messages,0.181,0.498,0.102,145
perform_state_change,0.201,0.58,0.101,109
perform_measurement,0.071,0.076,0.027,6
