routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.007,0.0,2236
__check_action_completion,0.001,0.012,0.0,2236
replanner/__get_new_requests,0.0,0.002,0.0,2236
replanner/__update_performed_requests,0.0,0.003,0.0,2236
replanner/_update_access_times,0.062,0.66,0.0,2236
replanner/update_percepts,0.09,0.663,0.001,2236
replanner/compile_external_plan_bids,0.0,0.004,0.0,2236
replanner/compile_new_measurement_request_bids,0.004,0.021,0.001,2236
replanner/check_request_completion,0.0,0.0,0.0,2236
replanner/check_request_end_time,0.0,0.001,0.0,2236
replanner/compare_bids,0.054,0.158,0.002,2236
replanner/consensus_phase,0.054,0.158,0.002,2236
replanner/needs_planning,0.292,0.293,0.222,2236
replanner/_get_available_requests,0.559,0.45,0.461,534
replanner/calc_imaging_time,0.164,0.253,0.067,739
replanner/planning_phase,1.236,1.001,1.157,360
replanner/_schdule_measurements,0.022,0.039,0.004,739
replanner/_schedule_broadcasts,0.113,0.155,0.049,739
replanner/_schedule_maneuvers,0.177,0.204,0.104,739
replanner/_schedule_waits,0.0,0.0,0.0,739
replanner/_plan_from_path,0.315,0.282,0.255,739
replanner/generate_plan,1.123,0.906,0.845,739
