plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,b5430dec,1,2110.0,0.108
1,0.0,b5430dec,1,2110.0,0.108
2,0.0,b5430dec,1,2110.0,0.108
3,0.0,b5430dec,1,2110.0,0.108
4,0.0,b5430dec,1,2110.0,0.108
5,0.0,b5430dec,1,2110.0,0.108
6,0.0,b5430dec,1,2110.0,0.108
7,2110.0,b5430de4,1,2180.0,0.108
8,2180.0,b5430dd6,1,2210.0,0.108
9,2210.0,b5430db0,1,2300.0,0.108
10,2300.0,b5430de9,1,2690.0,0.108
11,2690.0,b5430de8,1,2860.0,0.107
12,2860.0,b5430dc7,1,8320.0,0.1
13,8320.0,b5430d9d,1,8350.0,0.1
14,8350.0,b5430db9,1,8370.0,0.1
15,8370.0,b5430d9f,1,8390.0,0.1
16,8390.0,b5430de7,1,9170.0,0.099
17,9170.0,b5430dbc,1,9320.0,0.099
18,9320.0,b5430dbe,1,12550.0,0.095
19,12550.0,b5430dd5,1,12970.0,0.094
20,12970.0,2b93582a,1,12980.0,0.992
21,12980.0,b5430dac,1,14310.0,0.093
22,14310.0,b5430db6,1,15060.0,0.092
23,15060.0,b5430dd1,1,15120.0,0.092
24,15120.0,b5430d96,1,15150.0,0.092
25,15150.0,b5430ddd,1,15530.0,0.091
26,15530.0,b5430ddf,1,15570.0,0.091
27,15570.0,b5430dd8,1,16650.0,0.09
28,16650.0,b5430de5,1,18740.0,0.087
29,18740.0,b5430da1,1,18780.0,0.087
30,18780.0,8cae6da2,1,18790.0,0.323
31,18790.0,b5430de2,1,19050.0,0.087
32,19050.0,b5430dee,1,21010.0,0.084
33,21010.0,b5430dbb,1,21120.0,0.084
34,21120.0,b5430dce,1,21160.0,0.084
35,21160.0,b5430def,1,21440.0,0.084
36,21440.0,b5430dda,1,21820.0,0.083
37,21820.0,b5430da2,1,25180.0,0.079
38,25180.0,b5430dcf,1,25960.0,0.078
39,25960.0,b5430dbd,1,26810.0,0.077
40,26810.0,b5430dc0,1,27080.0,0.076
41,27080.0,b5430d99,1,27120.0,0.076
42,27120.0,b5430dbf,1,27150.0,0.076
43,27150.0,b5430dd3,1,27230.0,0.076
44,27230.0,b5430d94,1,31790.0,0.07
45,31790.0,b5430db8,1,31830.0,0.07
46,31830.0,b5430dd2,1,31940.0,0.07
47,31940.0,b5430ddb,1,31950.0,0.07
48,31950.0,444faf84,1,31960.0,0.316
49,31960.0,b5430dc5,1,32000.0,0.07
50,32000.0,b5430df2,1,32740.0,0.069
51,32740.0,b5430db3,1,33230.0,0.068
52,33230.0,b5430da5,1,37630.0,0.063
53,37630.0,b5430db2,1,37860.0,0.062
54,37860.0,b5430dd9,1,37880.0,0.062
55,37880.0,89f16cd0,1,37890.0,1.179
56,37890.0,b5430de1,1,37940.0,0.062
57,37940.0,b5430df1,1,37970.0,0.062
58,37970.0,b5430dcb,1,38190.0,0.062
59,38190.0,b5430db5,1,38210.0,0.062
60,38210.0,b5430df0,1,38850.0,0.061
61,38850.0,b5430dab,1,39780.0,0.06
62,39780.0,b5430dd0,1,39800.0,0.06
63,39800.0,b5430d92,1,39830.0,0.06
64,39830.0,b5430ddc,1,39870.0,0.06
65,39870.0,b5430da9,1,39950.0,0.06
66,39950.0,b5430d97,1,40080.0,0.06
67,40080.0,b5430da3,1,43960.0,0.055
68,43960.0,b5430dc3,1,44080.0,0.054
69,44080.0,b5430dc9,1,54080.0,0.042
70,54080.0,b5430dc6,1,54100.0,0.042
71,54100.0,b5430da0,1,54140.0,0.041
72,54140.0,b5430dea,1,56620.0,0.038
73,56620.0,b5430df4,1,56670.0,0.038
74,56670.0,b5430de3,1,62430.0,0.031
75,62430.0,b5430dad,1,62460.0,0.031
76,62460.0,b5430db7,1,62550.0,0.031
77,62550.0,b5430dc8,1,62600.0,0.031
78,62600.0,b5430d93,1,62780.0,0.03
79,62780.0,b5430df5,1,70330.0,0.021
80,70330.0,b5430dd4,1,74260.0,0.016
81,74260.0,98be4d7c,1,74270.0,0.674
82,74270.0,b5430d9e,1,79220.0,0.009
83,79220.0,b5430dae,1,84710.0,0.002
