routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.007,0.0,1564
__check_action_completion,0.0,0.001,0.0,1564
replanner/__get_new_requests,0.0,0.0,0.0,1564
replanner/__update_performed_requests,0.0,0.0,0.0,1564
replanner/_update_access_times,0.014,0.495,0.0,1564
replanner/update_percepts,0.015,0.495,0.0,1564
replanner/compile_external_plan_bids,0.0,0.0,0.0,1564
replanner/compile_new_measurement_request_bids,0.002,0.006,0.002,1564
replanner/check_request_completion,0.0,0.0,0.0,1564
replanner/check_request_end_time,0.0,0.0,0.0,1564
replanner/compare_bids,0.006,0.111,0.0,1564
replanner/consensus_phase,0.006,0.111,0.0,1564
replanner/needs_planning,0.054,0.132,0.029,1564
replanner/calc_imaging_time,0.014,0.03,0.01,2981
replanner/calc_path_bid,0.031,0.103,0.02,2981
replanner/planning_phase,1.818,4.687,1.25,85
replanner/_schdule_measurements,0.002,0.009,0.0,85
replanner/_schedule_broadcasts,0.04,0.036,0.033,85
replanner/_schedule_maneuvers,0.026,0.099,0.01,85
replanner/_plan_from_path,0.07,0.136,0.043,85
replanner/generate_plan,1.89,4.741,1.294,85
