Eclipse times for Spacecraft with id sar_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
390,561
984,1153
1577,1746
2170,2339
2764,2932
3357,3524
3951,4117
4544,4710
5138,5302
5731,5895
6324,6488
6918,7080
7511,7673
8105,8265
