routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.017,0.09,0.0,12538
__check_action_completion,0.0,0.008,0.0,12538
preplanner/update_percepts,0.003,0.022,0.001,12538
preplanner/needs_planning,0.0,0.002,0.0,12538
preplanner/calculate_access_times,1.035,0.0,1.035,1
preplanner/_schedule_observations,257.171,0.0,257.171,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,355.456,0.0,355.456,1
preplanner/_schedule_maneuvers,9.584,0.0,9.584,1
preplanner/__schedule_periodic_replan,0.287,0.0,0.287,1
preplanner/generate_plan,623.972,0.0,623.972,1
replanner/needs_planning,0.0,0.001,0.0,12538
