routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,501
__check_action_completion,0.0,0.0,0.0,501
replanner/__get_new_requests,0.0,0.0,0.0,501
replanner/__update_performed_requests,0.0,0.0,0.0,501
replanner/_update_access_times,0.013,0.173,0.0,501
replanner/check_request_completion,0.0,0.0,0.0,501
replanner/check_request_end_time,0.0,0.0,0.0,501
replanner/compare_bids,0.001,0.01,0.0,501
replanner/calc_imaging_time,0.134,0.132,0.106,10353
replanner/calc_path_bid,0.436,0.201,0.374,3507
replanner/planning_phase,20.646,16.254,18.772,82
replanner/_schedule_broadcasts,0.003,0.001,0.003,82
replanner/_schedule_maneuvers,0.041,0.011,0.039,82
