routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.006,0.001,502
update_state,0.0,0.0,0.0,502
sense_environment,0.024,0.011,0.019,501
update_state_environment,0.002,0.003,0.0,501
get_environment_broadcasts,0.0,0.0,0.0,501
get_agent_broadcasts,0.0,0.0,0.0,501
sense,0.028,0.012,0.027,501
think,3.473,10.173,0.088,501
perform_broadcast,0.002,0.003,0.001,277
do,3.446,10.143,0.012,501
perform_wait_for_messages,5.162,12.076,0.011,328
perform_state_change,5.287,12.201,0.012,320
perform_measurement,0.403,3.349,0.026,80
