ID,Requester,lat [deg],lon [deg],Severity,t start,t end,t corr,Measurment Types
157a3b62-8caf-11ef-a3fe-b42e993745e8,vis_sat_0_0,61.78530500000005,21.73541700000004,42.4906373270634,1750.0,22646.467810041686,20896.467810041686,['thermal']
157a3b65-8caf-11ef-a3fe-b42e993745e8,vis_sat_0_0,61.04782300000005,22.15656700000005,8.419907958417294,1760.0,22228.34141619382,20468.34141619382,['thermal']
16787de6-8caf-11ef-a3fe-b42e993745e8,vis_sat_0_0,61.46865200000008,24.077371000000028,37.96627432417813,1770.0,23003.07763204211,21233.07763204211,['sar']
1c835bad-8caf-11ef-a3fe-b42e993745e8,vis_sat_1_1,68.35742000000005,149.99357500000008,69.88062621192324,2880.0,23683.043841573523,20803.043841573523,['sar']
1d827d24-8caf-11ef-a3fe-b42e993745e8,vis_sat_1_1,68.33720800000003,151.51701400000002,71.68904768827691,2890.0,23009.65718804711,20119.65718804711,['sar']
1ebe115b-8caf-11ef-a3fe-b42e993745e8,vis_sat_1_1,65.09198300000003,172.00354300000004,70.55876540635802,3030.0,23086.110435748073,20056.110435748073,['thermal']
25c96720-8caf-11ef-a3fe-b42e993745e8,sar_sat_0_0,65.53528200000005,-50.48811399999994,67.49863465031292,4280.0,25465.724866990753,21185.724866990753,['thermal']
2942120c-8caf-11ef-a3fe-b42e993745e8,sar_sat_0_0,52.38308400000005,27.97395800000004,46.883643114313024,4950.0,23422.625816642987,18472.625816642987,['visual']
2a622efe-8caf-11ef-a3fe-b42e993745e8,sar_sat_0_0,46.82736800000004,31.59032000000008,75.67595367030279,5050.0,25395.493316782275,20345.493316782275,['visual']
2c2e9c42-8caf-11ef-a3fe-b42e993745e8,therm_sat_0_0,50.08794400000005,-90.82550999999997,24.6984644255694,5390.0,25476.841051289688,20086.841051289688,['sar']
2d663d2d-8caf-11ef-a3fe-b42e993745e8,therm_sat_0_0,52.927996000000064,-91.750186,72.358582725397,5420.0,23810.787319383544,18390.787319383544,['sar']
2d663d39-8caf-11ef-a3fe-b42e993745e8,therm_sat_0_0,60.08307800000006,-77.23887499999995,94.67446316292047,5600.0,26490.716865630697,20890.716865630697,['visual']
2ef8a526-8caf-11ef-a3fe-b42e993745e8,therm_sat_0_0,64.10624300000006,-69.31382099999996,39.24317566231272,5690.0,24678.496739507114,18988.496739507114,['visual']
2ff53a8b-8caf-11ef-a3fe-b42e993745e8,therm_sat_0_0,60.73298500000004,8.009840000000054,66.22140664668228,6260.0,25261.13864834008,19001.13864834008,['visual']
3105ff74-8caf-11ef-a3fe-b42e993745e8,therm_sat_0_0,60.23556700000006,10.372895000000028,45.36021250216328,6280.0,25591.231849435517,19311.231849435517,['sar']
31dbf415-8caf-11ef-a3fe-b42e993745e8,vis_sat_1_0,43.921730000000025,77.10359500000004,51.9438604035522,6730.0,25045.9465041499,18315.9465041499,['thermal']
33f6710d-8caf-11ef-a3fe-b42e993745e8,vis_sat_0_0,54.59283100000005,-92.49895799999996,57.13857391099564,6940.0,23750.648399714497,16810.648399714497,['thermal']
33f67110-8caf-11ef-a3fe-b42e993745e8,vis_sat_0_0,61.00661500000007,-76.32702699999999,24.92010544458696,7120.0,24868.144024450132,17748.144024450132,['sar']
366b9599-8caf-11ef-a3fe-b42e993745e8,vis_sat_0_0,41.18601300000006,22.760076000000023,62.04828311466305,8120.0,28598.914029832493,20478.914029832493,['sar']
37cef7f2-8caf-11ef-a3fe-b42e993745e8,vis_sat_1_1,43.12185900000003,70.71979200000004,34.92615578939642,8180.0,25743.51603564008,17563.51603564008,['thermal']
