routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,228
__check_action_completion,0.0,0.0,0.0,228
preplanner/__get_new_requests,0.0,0.0,0.0,228
preplanner/__update_performed_requests,0.0,0.0,0.0,228
preplanner/_update_access_times,0.043,0.649,0.0,228
preplanner/needs_planning,0.0,0.0,0.0,228
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.36,0.0,0.36,1
preplanner/_schedule_broadcasts,0.02,0.0,0.02,2
preplanner/_schedule_maneuvers,0.107,0.0,0.107,1
preplanner/__schedule_periodic_replan,0.002,0.0,0.002,1
preplanner/generate_plan,0.491,0.0,0.491,1
replanner/__get_new_requests,0.0,0.0,0.0,228
replanner/__update_performed_requests,0.0,0.0,0.0,228
replanner/_update_access_times,0.033,0.493,0.0,228
