routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,275
_wait_for_messages,0.0,0.0,0.0,275
_preplan,0.095,0.076,0.083,4
_get_next_actions,0.0,0.0,0.0,275
preplanner/__get_new_requests,0.0,0.0,0.0,275
preplanner/__update_performed_requests,0.0,0.0,0.0,275
preplanner/_calc_arrival_times,0.214,0.059,0.209,385
preplanner/__update_access_times,0.299,2.472,0.0,275
preplanner/needs_initialized_plan,0.3,2.472,0.0,275
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.044,0.031,0.044,4
preplanner/initialize_plan,0.094,0.076,0.083,4
