ID,Requester,lat [deg],lon [deg],Severity,t start,t end,t corr,Measurment Types
cdea3b5c-7077-11ef-92d4-0a77b0016733,sar_sat_0_0,52.0,26.700000000000017,11.552683354275818,4950.0,5099.180296710234,149.18029671023396,['thermal']
d1041379-7077-11ef-92d4-0a77b0016733,vis_sat_0_1,-66.8,152.10000000000002,93.26338844936618,5980.0,8215.288923250351,2235.288923250351,['sar']
2b166dc8-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,-37.5,-145.7,45.39411056586378,6730.0,8014.536711440673,1284.5367114406727,['thermal']
2fbf5582-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,42.20000000000002,-110.6,2.793573411764405,8160.0,10681.948783177151,2521.948783177151,['sar']
3b8316ca-7078-11ef-92d4-0a77b0016733,vis_sat_0_0,57.900000000000006,-23.399999999999977,20.06326905113172,13680.0,15135.067548687746,1455.0675486877462,['thermal']
426d8c3a-7078-11ef-92d4-0a77b0016733,sar_sat_0_0,60.900000000000006,-33.29999999999998,83.02881430215047,16630.0,18464.510847666475,1834.5108476664755,['thermal']
4f9f84c5-7078-11ef-92d4-0a77b0016733,vis_sat_0_0,-62.7,35.400000000000006,13.06373265362395,21960.0,22740.71117493649,780.7111749364885,['thermal']
5ee72e05-7078-11ef-92d4-0a77b0016733,therm_sat_0_0,65.80000000000001,-130.7,3.71110850677574,29680.0,30822.09914344962,1142.099143449621,['sar']
6b60f35f-7078-11ef-92d4-0a77b0016733,therm_sat_0_0,66.5,-157.5,37.543693891343366,35590.0,37923.40705452972,2333.407054529722,['sar']
71fb16ff-7078-11ef-92d4-0a77b0016733,vis_sat_0_0,-21.5,-76.1,69.37259865267443,38920.0,40181.10262334002,1261.102623340019,['sar']
829b8316-7078-11ef-92d4-0a77b0016733,therm_sat_0_0,53.0,-152.8,7.880496511080725,47950.0,48309.868229835054,359.8682298350541,['sar']
833c33eb-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,-0.5,52.60000000000002,26.36259219604603,48880.0,50202.69153110314,1322.6915311031407,['sar']
878d36b5-7078-11ef-92d4-0a77b0016733,therm_sat_0_0,-65.5,-33.0,8.855986802966987,50500.0,52772.019425374776,2272.019425374776,['visual']
95b556ac-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,-34.9,-124.4,79.23629208728599,52500.0,55862.18315126045,3362.1831512604476,['sar']
95b556af-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,-34.599999999999994,-123.4,83.54461384313177,52510.0,53326.88251554037,816.8825155403683,['thermal']
968536bd-7078-11ef-92d4-0a77b0016733,therm_sat_0_0,48.80000000000001,65.20000000000002,31.65939122971986,52780.0,56316.46203991477,3536.462039914768,['visual']
9a6e2749-7078-11ef-92d4-0a77b0016733,therm_sat_0_0,16.5,-156.2,10.224676954516854,54570.0,57967.44682940355,3397.446829403547,['visual']
a6702c59-7078-11ef-92d4-0a77b0016733,vis_sat_0_0,57.900000000000006,45.400000000000006,55.97096894516189,60360.0,61410.99549257526,1050.9954925752609,['sar']
a6fc04e8-7078-11ef-92d4-0a77b0016733,therm_sat_0_0,17.0,177.10000000000002,65.53067549691221,60480.0,61089.69013941012,609.6901394101224,['sar']
ab4246ef-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,65.80000000000001,84.0,61.35878058236438,62190.0,64319.61060021241,2129.610600212407,['thermal']
afb667da-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,-58.1,-60.5,92.13719262103996,65590.0,68991.9874503244,3401.9874503244064,['thermal']
bd97df66-7078-11ef-92d4-0a77b0016733,vis_sat_0_1,-41.1,140.20000000000005,87.8328663666697,76340.0,79078.35373893016,2738.3537389301637,['thermal']
