routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,453
_wait_for_messages,0.0,0.0,0.0,453
_preplan,5.974,0.0,5.974,1
_get_next_actions,0.0,0.0,0.0,453
preplanner/__get_new_requests,0.0,0.0,0.0,453
preplanner/__update_performed_requests,0.0,0.0,0.0,453
preplanner/_calc_arrival_times,0.147,0.084,0.152,427
preplanner/__update_access_times,0.139,2.713,0.0,453
preplanner/needs_initialized_plan,0.14,2.713,0.0,453
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.455,0.0,0.455,1
preplanner/initialize_plan,1.221,0.0,1.221,1
