routine,t_avg,t_std,t_med,n
check_action_statuses,0.011,0.031,0.0,2217
update_state,0.0,0.0,0.0,2217
sense_environment,0.326,0.222,0.278,2216
update_state_environment,0.004,0.018,0.0,2216
get_environment_broadcasts,0.0,0.0,0.0,2216
get_agent_broadcasts,0.0,0.004,0.0,2216
sense,0.341,0.234,0.289,2216
think,0.937,3.288,0.451,2216
perform_broadcast,0.021,0.05,0.0,2225
do,0.194,0.303,0.068,2216
perform_wait_for_messages,0.24,0.335,0.103,1546
perform_state_change,0.249,0.337,0.113,1513
perform_measurement,0.11,0.085,0.089,32
