routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.022,0.068,0.0,3549
__check_action_completion,0.0,0.001,0.0,3549
preplanner/update_percepts,0.002,0.012,0.001,3549
preplanner/needs_planning,0.0,0.002,0.0,3549
preplanner/calculate_access_opportunities,0.197,0.0,0.197,1
preplanner/_schedule_observations,0.692,0.0,0.692,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.017,0.0,0.017,1
preplanner/_schedule_broadcasts,1.707,0.0,1.707,1
preplanner/_schedule_maneuvers,5.715,0.0,5.715,1
preplanner/__schedule_periodic_replan,0.039,0.0,0.039,1
preplanner/generate_plan,8.837,0.0,8.837,1
replanner/compile_new_measurement_request_bids,0.0,0.005,0.0,3549
replanner/update_percepts,0.034,0.138,0.001,3549
replanner/check_request_completion,0.0,0.004,0.0,3549
replanner/check_request_end_time,0.0,0.0,0.0,3549
replanner/compare_bids,0.001,0.007,0.0,3549
replanner/consensus_phase,0.001,0.008,0.0,3549
replanner/is_observation_path_valid,0.004,0.027,0.001,536063
replanner/_get_available_requests,0.567,0.602,0.444,1435
replanner/needs_planning,1.548,10.078,0.0,3549
replanner/planning_phase,19.558,87.615,0.884,306
replanner/_schedule_observations,4.251,3.403,4.103,306
replanner/_schedule_maneuvers,2.761,2.471,2.078,306
replanner/_create_broadcast_path,0.045,0.077,0.017,338
replanner/_schedule_broadcasts,0.079,0.125,0.026,306
replanner/_schedule_waits,0.0,0.0,0.0,306
replanner/generate_plan,27.277,87.008,11.478,306
replanner/calc_imaging_time,0.086,0.103,0.05,468
