routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,43
__check_action_completion,0.0,0.0,0.0,43
replanner/__get_new_requests,0.0,0.0,0.0,43
replanner/__update_performed_requests,0.0,0.0,0.0,43
replanner/_update_access_times,0.006,0.04,0.0,43
replanner/check_request_completion,0.0,0.0,0.0,43
replanner/check_request_end_time,0.0,0.0,0.0,43
replanner/compare_bids,0.001,0.007,0.0,43
replanner/calc_imaging_time,0.014,0.003,0.013,55
replanner/calc_path_bid,0.028,0.004,0.026,55
replanner/planning_phase,0.268,0.117,0.293,11
replanner/_schedule_broadcasts,0.0,0.0,0.0,11
replanner/_schedule_maneuvers,0.013,0.005,0.013,11
