routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.002,0.0,891
__check_action_completion,0.0,0.0,0.0,891
preplanner/update_percepts,0.0,0.0,0.0,891
preplanner/needs_planning,0.0,0.0,0.0,891
preplanner/calculate_access_times,0.102,0.0,0.102,1
preplanner/_schedule_observations,0.364,0.0,0.364,1
preplanner/is_observation_path_valid,0.013,0.0,0.013,1
preplanner/_schedule_broadcasts,1.893,0.0,1.893,1
preplanner/_schedule_maneuvers,0.043,0.0,0.043,1
preplanner/__schedule_periodic_replan,0.004,0.0,0.004,1
preplanner/generate_plan,2.323,0.0,2.323,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,891
replanner/update_percepts,0.001,0.005,0.0,891
replanner/check_request_completion,0.0,0.0,0.0,891
replanner/check_request_end_time,0.0,0.0,0.0,891
replanner/compare_bids,0.0,0.003,0.0,891
replanner/consensus_phase,0.0,0.003,0.0,891
replanner/is_observation_path_valid,0.0,0.001,0.0,7810
replanner/needs_planning,0.005,0.111,0.0,891
replanner/_get_available_requests,0.005,0.009,0.0,278
replanner/planning_phase,0.115,0.127,0.115,41
replanner/_schedule_observations,0.027,0.045,0.003,41
replanner/_schedule_maneuvers,0.015,0.018,0.007,41
replanner/_schedule_broadcasts,0.005,0.002,0.004,41
replanner/_schedule_waits,0.0,0.0,0.0,41
replanner/generate_plan,0.162,0.114,0.146,41
replanner/calc_imaging_time,0.009,0.0,0.009,21
