routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1719
update_state,0.0,0.0,0.0,1719
sense_environment,0.214,0.146,0.198,1718
update_state_environment,0.0,0.0,0.0,1718
get_environment_broadcasts,0.0,0.0,0.0,1718
get_agent_broadcasts,0.0,0.0,0.0,1718
sense,0.215,0.146,0.198,1718
think,0.594,4.699,0.074,1718
perform_state_change,0.275,0.82,0.16,1050
do,0.222,0.753,0.11,1718
perform_measurement,0.099,0.08,0.09,108
perform_wait_for_messages,0.104,0.424,0.051,664
perform_broadcast,0.007,0.009,0.003,8
