Contacts between Entity1 with id imaging_sat_1_2 with Entity2 with id gs1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
837,870
1428,1477
2027,2080
2628,2681
3232,3279
3840,3867
