plan_index,t_plan,instrument,t_img
0,0.0,sar,870.0
0,0.0,sar,890.0
0,0.0,sar,910.0
0,0.0,sar,920.0
0,0.0,sar,930.0
0,0.0,sar,940.0
0,0.0,sar,950.0
0,0.0,sar,980.0
0,0.0,sar,990.0
0,0.0,sar,1000.0
0,0.0,sar,1020.0
0,0.0,sar,1040.0
0,0.0,sar,3230.0
0,0.0,sar,3260.0
0,0.0,sar,3270.0
0,0.0,sar,3290.0
0,0.0,sar,3310.0
0,0.0,sar,3330.0
0,0.0,sar,3360.0
0,0.0,sar,3380.0
0,0.0,sar,3400.0
0,0.0,sar,3480.0
0,0.0,sar,3520.0
0,0.0,sar,3540.0
0,0.0,sar,3550.0
0,0.0,sar,3560.0
0,0.0,sar,3570.0
0,0.0,sar,3600.0
0,0.0,sar,3620.0
0,0.0,sar,3630.0
0,0.0,sar,3640.0
0,0.0,sar,3660.0
0,0.0,sar,3700.0
0,0.0,sar,3720.0
0,0.0,sar,3770.0
0,0.0,sar,3790.0
0,0.0,sar,3800.0
0,0.0,sar,3820.0
0,0.0,sar,3850.0
0,0.0,sar,3860.0
0,0.0,sar,3880.0
0,0.0,sar,3920.0
0,0.0,sar,3930.0
0,0.0,sar,3980.0
0,0.0,sar,4030.0
0,0.0,sar,4150.0
0,0.0,sar,4200.0
0,0.0,sar,4230.0
0,0.0,sar,4240.0
0,0.0,sar,4320.0
0,0.0,sar,4390.0
0,0.0,sar,4400.0
0,0.0,sar,4410.0
0,0.0,sar,4430.0
0,0.0,sar,4440.0
0,0.0,sar,4450.0
0,0.0,sar,4460.0
0,0.0,sar,4470.0
0,0.0,sar,4480.0
0,0.0,sar,4540.0
0,0.0,sar,4560.0
0,0.0,sar,4590.0
0,0.0,sar,4620.0
0,0.0,sar,4750.0
0,0.0,sar,4770.0
0,0.0,sar,4780.0
0,0.0,sar,4810.0
0,0.0,sar,4820.0
0,0.0,sar,4840.0
0,0.0,sar,4850.0
0,0.0,sar,4870.0
0,0.0,sar,8270.0
0,0.0,sar,8320.0
0,0.0,sar,8380.0
0,0.0,sar,8400.0
0,0.0,sar,8430.0
0,0.0,sar,8440.0
0,0.0,sar,8460.0
0,0.0,sar,8510.0
0,0.0,sar,8540.0
0,0.0,sar,8590.0
0,0.0,sar,8620.0
0,0.0,sar,8630.0
0,0.0,sar,8800.0
0,0.0,sar,8890.0
0,0.0,sar,9340.0
0,0.0,sar,9400.0
0,0.0,sar,9420.0
0,0.0,sar,9490.0
0,0.0,sar,9570.0
0,0.0,sar,9600.0
0,0.0,sar,9620.0
0,0.0,sar,9640.0
0,0.0,sar,9680.0
0,0.0,sar,9700.0
0,0.0,sar,9710.0
0,0.0,sar,9740.0
0,0.0,sar,9760.0
0,0.0,sar,9770.0
0,0.0,sar,9780.0
0,0.0,sar,9790.0
0,0.0,sar,9800.0
0,0.0,sar,9820.0
0,0.0,sar,9830.0
0,0.0,sar,9840.0
0,0.0,sar,9850.0
0,0.0,sar,9860.0
0,0.0,sar,9870.0
0,0.0,sar,9880.0
0,0.0,sar,9900.0
0,0.0,sar,9910.0
0,0.0,sar,9950.0
0,0.0,sar,9990.0
0,0.0,sar,10010.0
0,0.0,sar,10130.0
0,0.0,sar,10150.0
0,0.0,sar,10190.0
0,0.0,sar,10210.0
0,0.0,sar,10300.0
0,0.0,sar,10330.0
0,0.0,sar,10420.0
0,0.0,sar,10470.0
0,0.0,sar,10480.0
0,0.0,sar,10500.0
0,0.0,sar,10510.0
0,0.0,sar,10520.0
0,0.0,sar,10530.0
0,0.0,sar,10540.0
0,0.0,sar,10630.0
0,0.0,sar,10650.0
0,0.0,sar,14540.0
0,0.0,sar,14610.0
0,0.0,sar,14660.0
0,0.0,sar,14710.0
0,0.0,sar,14790.0
0,0.0,sar,14800.0
0,0.0,sar,14900.0
0,0.0,sar,14990.0
0,0.0,sar,15260.0
0,0.0,sar,15270.0
0,0.0,sar,15350.0
0,0.0,sar,15360.0
0,0.0,sar,15380.0
0,0.0,sar,15390.0
0,0.0,sar,15440.0
0,0.0,sar,15500.0
0,0.0,sar,15510.0
0,0.0,sar,15540.0
0,0.0,sar,15550.0
0,0.0,sar,15620.0
0,0.0,sar,15630.0
0,0.0,sar,15660.0
0,0.0,sar,15680.0
0,0.0,sar,15710.0
0,0.0,sar,15720.0
0,0.0,sar,15730.0
0,0.0,sar,15740.0
0,0.0,sar,15760.0
0,0.0,sar,15770.0
0,0.0,sar,15780.0
0,0.0,sar,15790.0
0,0.0,sar,15820.0
0,0.0,sar,15860.0
0,0.0,sar,15890.0
0,0.0,sar,15920.0
