routine,t_avg,t_std,t_med,n
_read_incoming_messages,2e-05,0.0,2e-05,875
__check_action_completion,6e-05,1e-05,6e-05,875
preplanner/update_percepts,2e-05,0.0,2e-05,875
preplanner/needs_planning,0.0,0.0,0.0,875
preplanner/calculate_access_opportunities,0.00047,0.00124,0.00029,864
preplanner/is_observation_path_valid,1e-05,0.0,1e-05,1824
preplanner/_schedule_maneuvers,0.00348,0.00526,0.00177,864
preplanner/__schedule_periodic_replan,8e-05,0.0002,6e-05,864
preplanner/generate_plan,0.01923,0.01306,0.01461,864
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,875
replanner/update_percepts,8e-05,1e-05,8e-05,875
replanner/check_request_completion,0.00324,0.00474,0.00174,875
replanner/check_request_end_time,0.0,0.0,0.0,875
replanner/compare_bids,0.00239,0.00366,0.00144,875
replanner/consensus_phase,0.00564,0.00695,0.00348,875
replanner/is_observation_path_valid,0.0,0.0,0.0,1750
replanner/is_task_path_valid,2e-05,0.0,2e-05,875
replanner/needs_planning,0.00568,0.00695,0.00351,875
