routine,t_avg,t_std,t_med,n
check_action_statuses,0.009,0.079,0.0,3804
update_state,0.0,0.0,0.0,3804
sense_environment,0.187,0.215,0.155,3803
update_state_environment,0.002,0.035,0.0,3803
get_environment_broadcasts,0.017,0.059,0.0,3803
get_agent_broadcasts,0.139,0.84,0.0,3803
sense,0.355,0.934,0.202,3803
think,3.847,30.183,0.124,3803
perform_broadcast,0.009,0.043,0.0,1017
do,1.55,14.314,0.114,3803
perform_wait_for_messages,2.436,18.195,0.134,2339
perform_state_change,0.22,1.387,0.047,790
perform_observation,0.162,0.28,0.121,1148
