routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,346
update_state,0.0,0.0,0.0,346
sense_environment,0.015,0.002,0.015,346
update_state_environment,0.0,0.0,0.0,346
get_environment_broadcasts,0.0,0.0,0.0,346
get_agent_broadcasts,0.0,0.0,0.0,346
sense,0.016,0.002,0.016,346
think,0.509,1.822,0.024,346
perform_state_change,0.006,0.001,0.005,294
do,0.01,0.005,0.008,345
perform_measurement,0.009,0.001,0.009,145
perform_wait_for_messages,0.008,0.004,0.007,52
perform_broadcast,0.0,0.0,0.0,13
