routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,554
update_state,0.0,0.0,0.0,554
sense_environment,0.05,0.026,0.044,553
update_state_environment,0.0,0.0,0.0,553
get_environment_broadcasts,0.0,0.0,0.0,553
get_agent_broadcasts,0.0,0.0,0.0,553
sense,0.05,0.026,0.045,553
think,0.07,1.142,0.02,553
perform_state_change,0.061,0.048,0.066,1663
do,0.199,0.3,0.039,553
perform_measurement,0.013,0.006,0.011,81
perform_wait_for_messages,0.042,0.024,0.037,162
perform_broadcast,0.002,0.003,0.001,9
