routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,917
update_state,0.0,0.0,0.0,917
sense_environment,0.033,0.019,0.03,916
update_state_environment,0.0,0.001,0.0,916
get_environment_broadcasts,0.004,0.007,0.0,916
get_agent_broadcasts,0.003,0.01,0.0,916
sense,0.04,0.022,0.038,916
think,0.058,0.39,0.017,916
perform_broadcast,0.001,0.005,0.0,89
do,0.038,0.053,0.025,916
perform_wait_for_messages,0.044,0.062,0.028,609
perform_observation,0.026,0.026,0.024,288
perform_state_change,0.013,0.009,0.01,23
