routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,2398
update_state,0.0,0.0,0.0,2398
sense_environment,0.04,0.02,0.037,2397
update_state_environment,0.0,0.0,0.0,2397
get_environment_broadcasts,0.001,0.004,0.0,2397
get_agent_broadcasts,0.001,0.003,0.0,2397
sense,0.042,0.019,0.038,2397
think,0.23,9.976,0.025,2397
perform_broadcast,0.001,0.002,0.001,48
do,0.027,0.025,0.016,2397
perform_wait_for_messages,0.028,0.026,0.018,2115
perform_state_change,0.017,0.015,0.012,294
perform_observation,0.014,0.012,0.008,280
