routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00086,0.00406,2e-05,1204
__check_action_completion,6e-05,1e-05,5e-05,1204
preplanner/update_percepts,4e-05,2e-05,3e-05,1204
preplanner/needs_planning,0.0,0.0,0.0,1204
preplanner/calculate_access_opportunities,0.00096,0.0,0.00096,1
preplanner/_schedule_observations,0.05111,0.0,0.05111,1
preplanner/is_observation_path_valid,0.00016,0.0,0.00016,1
preplanner/_create_broadcast_path,0.0067,0.0,0.0067,1
preplanner/_schedule_broadcasts,0.02887,0.0,0.02887,1
preplanner/_schedule_maneuvers,0.0165,0.0,0.0165,1
preplanner/__schedule_periodic_replan,0.00105,0.0,0.00105,1
preplanner/generate_plan,0.10451,0.0,0.10451,1
replanner/needs_planning,0.0,0.0,0.0,1204
