routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1422
__check_action_completion,0.0,0.0,0.0,1422
preplanner/__get_new_requests,0.0,0.0,0.0,1422
preplanner/__update_performed_requests,0.0,0.004,0.0,1422
preplanner/_update_access_times,0.035,1.33,0.0,1422
preplanner/needs_planning,0.0,0.0,0.0,1422
preplanner/_get_available_requests,0.001,0.0,0.001,1
preplanner/_schedule_measurements,4.845,0.0,4.845,1
preplanner/_schedule_broadcasts,0.833,0.807,0.833,2
preplanner/_schedule_maneuvers,0.364,0.0,0.364,1
preplanner/__schedule_periodic_replan,0.346,0.0,0.346,1
preplanner/generate_plan,7.942,0.0,7.942,1
replanner/__get_new_requests,0.0,0.0,0.0,1422
replanner/__update_performed_requests,0.0,0.005,0.0,1422
replanner/_update_access_times,0.103,2.28,0.0,1422
