routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.02,0.0,1423
update_state,0.0,0.0,0.0,1423
sense_environment,0.232,0.117,0.222,1422
update_state_environment,0.004,0.02,0.0,1422
get_environment_broadcasts,0.0,0.0,0.0,1422
get_agent_broadcasts,0.0,0.0,0.0,1422
sense,0.239,0.12,0.23,1422
think,0.538,3.741,0.351,1422
perform_broadcast,0.009,0.023,0.0,56
do,0.173,0.166,0.127,1422
perform_wait_for_messages,0.171,0.167,0.126,1366
perform_state_change,0.175,0.167,0.131,1342
perform_measurement,0.143,0.14,0.111,55
