routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,216
__check_action_completion,0.0,0.0,0.0,216
preplanner/__get_new_requests,0.0,0.0,0.0,216
preplanner/__update_performed_requests,0.0,0.0,0.0,216
preplanner/_update_access_times,0.05,0.738,0.0,216
preplanner/needs_planning,0.0,0.0,0.0,216
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.256,0.0,0.256,1
preplanner/_schedule_broadcasts,0.109,0.091,0.109,2
preplanner/_schedule_maneuvers,0.145,0.0,0.145,1
preplanner/__schedule_periodic_replan,0.001,0.0,0.001,1
preplanner/generate_plan,0.604,0.0,0.604,1
replanner/__get_new_requests,0.0,0.0,0.0,216
replanner/__update_performed_requests,0.0,0.002,0.0,216
replanner/_update_access_times,0.292,1.753,0.0,216
replanner/_schedule_measurements,2.494,0.0,2.494,1
replanner/_schedule_broadcasts,0.302,0.08,0.302,2
replanner/_schedule_maneuvers,0.014,0.0,0.014,1
