routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.013,0.0,217
update_state,0.0,0.0,0.0,217
sense_environment,0.267,0.168,0.243,216
update_state_environment,0.006,0.032,0.0,216
get_environment_broadcasts,0.0,0.0,0.0,216
get_agent_broadcasts,0.0,0.0,0.0,216
sense,0.276,0.173,0.253,216
think,1.521,2.678,1.169,216
perform_broadcast,0.002,0.003,0.0,7
do,0.481,0.416,0.358,216
perform_wait_for_messages,0.481,0.419,0.365,209
perform_state_change,0.514,0.434,0.405,183
perform_measurement,0.205,0.261,0.055,5
