routine,t_avg,t_std,t_med,n
check_action_statuses,0.008,0.062,0.0,5855
update_state,0.0,0.0,0.0,5855
sense_environment,0.157,0.165,0.135,5855
update_state_environment,0.002,0.015,0.0,5855
get_environment_broadcasts,0.006,0.019,0.0,5855
get_agent_broadcasts,0.063,0.379,0.0,5855
sense,0.236,0.464,0.16,5855
think,0.69,4.811,0.071,5854
perform_broadcast,0.008,0.047,0.0,611
do,0.506,1.928,0.085,5854
perform_wait_for_messages,0.652,2.207,0.122,4390
perform_state_change,0.126,0.734,0.051,817
perform_observation,0.083,0.086,0.069,1112
