inc [deg],num sats,num planes,num planes [norm],ta phasing param,ta phasing angle [deg],time index,time [s],num components,n components [norm],lcc,lcc [norm]
98.0,15,3,0.2,1,24.0,0,0.0,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,1,0.8590907628291925,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,2,1.718181525658385,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,3,2.5772722884875776,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,4,3.43636305131677,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,5,4.295453814145962,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,6,5.154544576975155,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,7,6.013635339804347,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,8,6.87272610263354,9,0.6,3,0.2
98.0,15,3,0.2,1,24.0,9,7.731816865462733,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,10,8.590907628291925,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,11,9.449998391121117,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,12,10.30908915395031,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,13,11.168179916779502,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,14,12.027270679608694,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,15,12.886361442437888,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,16,13.74545220526708,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,17,14.604542968096272,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,18,15.463633730925466,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,19,16.322724493754656,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,20,17.18181525658385,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,21,18.040906019413043,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,22,18.899996782242233,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,23,19.759087545071427,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,24,20.61817830790062,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,25,21.47726907072981,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,26,22.336359833559005,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,27,23.1954505963882,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,28,24.05454135921739,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,29,24.913632122046582,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,30,25.772722884875776,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,31,26.631813647704966,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,32,27.49090441053416,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,33,28.349995173363354,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,34,29.209085936192544,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,35,30.068176699021738,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,36,30.92726746185093,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,37,31.78635822468012,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,38,32.64544898750931,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,39,33.50453975033851,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,40,34.3636305131677,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,41,35.22272127599689,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,42,36.08181203882609,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,43,36.94090280165528,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,44,37.79999356448447,8,0.5333333333333333,4,0.26666666666666666
98.0,15,3,0.2,1,24.0,45,38.659084327313664,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,46,39.518175090142854,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,47,40.377265852972045,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,48,41.23635661580124,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,49,42.09544737863043,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,50,42.95453814145962,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,51,43.81362890428882,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,52,44.67271966711801,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,53,45.5318104299472,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,54,46.3909011927764,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,55,47.24999195560559,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,56,48.10908271843478,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,57,48.968173481263975,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,58,49.827264244093165,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,59,50.686355006922355,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,60,51.54544576975155,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,61,52.40453653258074,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,62,53.26362729540993,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,63,54.12271805823913,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,64,54.98180882106832,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,65,55.84089958389751,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,66,56.69999034672671,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,67,57.5590811095559,7,0.4666666666666667,6,0.4
98.0,15,3,0.2,1,24.0,68,58.41817187238509,7,0.4666666666666667,6,0.4
