req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
784004be,img_1,visible,"[2466.5311418031138, 2887.568593204799, 5124.333557393622]",0.0,86400.0,86400.0,20.0,1.0,0.11108539094650206,0.3332561728395062
784004d2,sar_0,sar,"[3646.401516137588, 3394.132650498894, 3982.9941244376128]",0.0,86400.0,86400.0,60.0,1.0,0.11103395061728395,0.33310185185185187
784004ce,img_1,visible,"[2630.7918613465945, 3624.2246161481426, 4541.426293066536]",0.0,86400.0,86400.0,140.0,1.0,0.11093106995884773,0.3327932098765432
784004f2,sar_0,sar,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0.0,86400.0,86400.0,180.0,1.0,0.11087962962962962,0.3326388888888889
784004a7,img_1,visible,"[2278.1587386860174, 3900.88034761457, 4502.637886430648]",0.0,86400.0,86400.0,190.0,1.0,0.1108667695473251,0.3326003086419753
784004e4,sar_0,sar,"[2985.572322411262, 2952.5368728689937, 4800.990166973736]",0.0,86400.0,86400.0,210.0,1.0,0.11084104938271605,0.33252314814814815
784004cd,img_1,visible,"[2554.4976095174534, 4002.3676229056555, 4258.663879136723]",0.0,86400.0,86400.0,220.0,1.0,0.11082818930041151,0.33248456790123454
784004be,sar_0,sar,"[2466.5311418031138, 2887.568593204799, 5124.333557393622]",0.0,86400.0,86400.0,300.0,1.0,0.1107253086419753,0.33217592592592593
784004d1,thm_0,thermal,"[-527.0624668467872, -2789.5682143175945, 5711.491661123915]",0.0,86400.0,86400.0,370.0,1.0,0.11063528806584362,0.3319058641975309
784004ff,thm_0,thermal,"[-484.4989370054224, -3071.0458366365833, 5569.071817699554]",0.0,86400.0,86400.0,410.0,1.0,0.11058384773662551,0.33175154320987654
784004e0,thm_0,thermal,"[818.7321547956416, -3678.3130987807453, 5145.902551294512]",0.0,86400.0,86400.0,630.0,1.0,0.11030092592592591,0.33090277777777777
784004e9,thm_0,thermal,"[915.182958438889, -3660.6480566836904, 5142.24840114309]",0.0,86400.0,86400.0,640.0,1.0,0.1102880658436214,0.3308641975308642
