Eclipse times for Spacecraft with id imaging_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
64,235
658,828
1251,1420
1844,2013
2438,2606
3031,3198
3625,3791
4218,4320
