routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.007,0.0,1632
__check_action_completion,0.0,0.0,0.0,1632
preplanner/__get_new_requests,0.0,0.0,0.0,1632
preplanner/__update_performed_requests,0.0,0.0,0.0,1632
preplanner/_update_access_times,0.021,0.833,0.0,1632
preplanner/needs_planning,0.0,0.0,0.0,1632
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,197.917,0.0,197.917,1
preplanner/_schedule_broadcasts,0.079,0.0,0.079,2
preplanner/_schedule_maneuvers,16.103,0.0,16.103,1
preplanner/__schedule_periodic_replan,1.564,0.0,1.564,1
preplanner/generate_plan,230.918,0.0,230.918,1
replanner/__get_new_requests,0.0,0.0,0.0,1632
replanner/__update_performed_requests,0.0,0.0,0.0,1632
replanner/_update_access_times,0.013,0.442,0.0,1632
replanner/_schedule_measurements,0.576,0.514,0.165,9
replanner/_schedule_broadcasts,0.016,0.0,0.016,18
replanner/_schedule_maneuvers,0.68,0.425,0.642,9
