routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.019,0.0,1633
update_state,0.0,0.0,0.0,1633
sense_environment,0.247,0.15,0.233,1632
update_state_environment,0.004,0.022,0.0,1632
get_environment_broadcasts,0.0,0.0,0.0,1632
get_agent_broadcasts,0.0,0.0,0.0,1632
sense,0.254,0.154,0.239,1632
think,0.643,7.262,0.418,1632
perform_wait_for_messages,0.432,4.025,0.199,1537
perform_state_change,0.439,4.057,0.205,1513
do,0.416,3.907,0.193,1632
perform_measurement,0.123,0.114,0.089,78
perform_broadcast,0.0,0.0,0.0,9
