lat [deg],lon [deg]
40.88519,-6.84141
43.52924,-5.73802
43.5283,-5.72659
43.52437,-5.7332
43.52388,-5.72724
43.04089,-2.21957
42.62133,-7.97398
42.6252,-7.97997
42.54631,-8.56269
41.40629,1.99914
40.57561,0.53992
40.89985,-6.85237
40.8994,-6.84661
40.89527,-6.85258
40.89482,-6.84697
43.52772,-5.73224
43.52877,-5.73231
40.88563,-6.84701
39.93567,-3.74567
43.53994,-5.83297
43.44303,-3.84282
43.52331,-5.73298
43.52285,-5.727
43.52816,-5.73781
43.52727,-5.72635
43.56308,-5.7267
42.62373,-7.97809
42.62235,-7.97435
40.88476,-6.84472
40.89938,-6.85357
40.88206,-6.8431
43.52928,-5.73441
43.5271,-5.72768
43.53069,-5.73372
43.52854,-5.72698
43.52276,-5.73045
43.59703,-7.64912
43.34796,-8.43852
38.63936,-4.2702
38.64408,-4.26229
38.64336,-4.26669
39.01774,-1.88369
38.63023,-4.26316
38.62951,-4.26757
38.63351,-4.26405
38.6328,-4.26845
38.63608,-4.26932
38.64008,-4.26581
40.5354,-4.33605
40.53867,-4.33694
41.18074,-3.18343
41.18008,-3.18795
41.18401,-3.18431
40.88681,-6.84889
40.89018,-6.85005
43.41034,-3.83989
40.53143,-4.33966
43.52476,-5.72797
43.524,-5.73269
40.26192,-3.74634
40.26124,-3.7508
40.26519,-3.74719
40.53214,-4.33518
43.22481,-2.8784
42.17836,-7.3819
42.12394,-7.62664
41.60281,-0.82177
41.60053,-0.82405
41.60005,-0.81869
40.95269,-6.86882
40.95286,-6.87342
40.9473,-6.88265
40.94712,-6.87756
40.94695,-6.87258
40.94123,-6.87741
40.94106,-6.87238
40.93535,-6.87747
40.93517,-6.87236
40.92929,-6.87248
40.94234,-6.87427
40.93645,-6.87421
40.93057,-6.8743
40.58516,-4.34575
40.57874,-4.32554
40.5806,-4.35548
40.58035,-4.35137
40.58007,-4.34689
40.57978,-4.3422
40.57949,-4.33754
40.57471,-4.34367
40.57365,-4.32661
40.57499,-4.3482
40.57442,-4.33906
40.57415,-4.33475
40.5739,-4.33064
40.5734,-4.32266
40.56883,-4.33195
40.56857,-4.32782
40.5699,-4.34939
40.56964,-4.34506
40.56937,-4.34066
40.56909,-4.33627
40.56403,-4.33773
40.56376,-4.33338
40.56482,-4.35054
40.56456,-4.34629
40.56429,-4.34203
40.55972,-4.35164
40.55946,-4.34741
40.5592,-4.34315
40.55894,-4.3389
40.55385,-4.33997
40.03622,-3.56773
40.03574,-3.5605
40.03428,-3.53868
40.03381,-3.53165
40.03033,-3.55335
40.02985,-3.54615
40.03083,-3.56072
39.93725,-3.74429
39.35351,-6.32393
39.34786,-6.32427
39.25678,-5.80818
38.66831,-4.05643
38.66783,-4.04919
37.56947,-0.91848
42.17862,-7.39085
42.6446,-8.66578
42.43216,-6.63224
42.43183,-6.62227
42.43251,-6.64259
42.42632,-6.63313
42.42604,-6.62461
42.2104,-7.40091
42.21027,-7.39609
42.21012,-7.39016
42.21053,-7.4058
42.20994,-7.38327
42.20975,-7.37571
42.20433,-7.40136
42.20419,-7.39579
42.20403,-7.38966
42.20386,-7.38284
42.20465,-7.414
42.20449,-7.40756
42.20367,-7.37543
42.19795,-7.38965
42.19774,-7.38103
42.19848,-7.41081
42.19832,-7.40442
42.19816,-7.39786
42.1921,-7.39893
42.19191,-7.39094
42.19244,-7.41256
42.19228,-7.40633
42.19168,-7.38169
42.19149,-7.37413
42.18565,-7.38358
42.18545,-7.37545
42.18585,-7.39196
42.1853,-7.36935
42.18515,-7.36343
42.17979,-7.39295
42.17958,-7.38382
42.20929,-7.39987
42.20894,-7.38859
42.20872,-7.38159
42.20945,-7.40485
42.20848,-7.37403
42.20323,-7.40046
42.20304,-7.39454
42.20285,-7.38809
42.20362,-7.41313
42.20342,-7.40654
42.20263,-7.381
42.19703,-7.39652
42.19675,-7.38757
42.19743,-7.40985
42.19724,-7.40354
42.19649,-7.37897
42.19097,-7.3971
42.19073,-7.38936
42.1914,-7.41145
42.1912,-7.40471
42.19045,-7.38002
42.18468,-7.39031
42.18441,-7.38114
42.1842,-7.37422
42.18403,-7.36845
42.18385,-7.36262
42.18351,-7.38318
42.43209,-6.61984
42.43127,-6.61671
42.43287,-6.62275
42.42934,-6.6094
42.42802,-6.6247
42.42713,-6.62131
42.42606,-6.61727
42.42885,-6.62781
42.42494,-6.61299
42.2079,-7.38026
42.20497,-7.38888
42.20675,-7.39569
42.20333,-7.3826
42.20177,-7.37663
42.19882,-7.38516
42.20037,-7.3911
42.19731,-7.3794
42.19412,-7.38703
42.19562,-7.39276
42.19263,-7.38134
42.20529,-7.38739
42.20699,-7.39407
42.20369,-7.38115
42.1992,-7.3838
42.20071,-7.38971
42.1977,-7.37797
42.19454,-7.38583
42.19601,-7.39156
42.19308,-7.38013
42.19126,-7.3932
42.18968,-7.38704
42.18825,-7.38147
42.18484,-7.36815
42.89248,-7.95556
42.18195,-7.3771
42.17882,-7.38505
42.17726,-7.37899
42.17255,-7.3808
42.07851,-8.17585
42.08036,-8.17526
42.07594,-8.17749
40.57728,-4.32432
40.58457,-4.3489
40.57888,-4.3297
40.57601,-4.3414
40.57872,-4.35053
40.57735,-4.34592
40.5746,-4.33668
40.57309,-4.33156
40.57153,-4.3263
40.56722,-4.33316
40.57298,-4.35254
40.57151,-4.3476
40.5701,-4.34283
40.56867,-4.33804
40.56574,-4.32818
40.5628,-4.33962
40.56573,-4.34948
40.56427,-4.34456
40.56136,-4.33479
40.55998,-4.35147
40.57803,-4.32558
40.58517,-4.35019
40.5753,-4.33795
40.57229,-4.32759
40.57795,-4.34706
40.57663,-4.34252
40.57382,-4.33285
40.56794,-4.33439
40.56651,-4.32947
40.57214,-4.34882
40.57074,-4.34402
40.56936,-4.33926
40.5635,-4.34086
40.56638,-4.35075
40.56494,-4.34581
40.56208,-4.33598
40.56065,-4.3528
40.55919,-4.34778
40.552,-4.34482
40.03367,-3.54473
40.03294,-3.56432
40.03465,-3.5699
40.0313,-3.55893
40.02967,-3.55356
40.95069,-6.86824
40.94728,-6.87601
40.9462,-6.872
40.94836,-6.88
40.94146,-6.87485
40.94032,-6.8706
40.93666,-6.87746
40.93559,-6.87349
40.945,-6.8796
40.94393,-6.87555
40.94282,-6.87133
40.93809,-6.87423
40.93914,-6.8782
40.93696,-6.86994
40.93329,-6.87687
40.93221,-6.87277
40.92633,-6.87132
39.25729,-5.80776
39.25195,-5.81039
39.36072,-6.30731
38.66756,-4.0493
43.52362,-5.72855
40.55148,-4.34301
40.5601,-4.33925
40.56503,-4.33422
40.57368,-4.33027
40.57246,-4.33636
40.57739,-4.33135
41.71275,0.35472
41.13742,-5.68511
40.93906,-6.87643
37.35427,-5.15732
42.17522,-7.37922
42.22429,-7.20224
42.18328,-7.38268
42.22829,-7.20393
42.18724,-7.38472
42.18594,-7.39044
42.18469,-7.39589
42.18874,-7.39757
42.19536,-7.38795
42.194,-7.39393
42.20179,-7.37914
42.20058,-7.38444
42.19934,-7.3899
42.2057,-7.38136
42.82431,-6.24414
43.00452,-6.36712
43.00317,-6.37345
43.00838,-6.36839
43.00959,-6.3627
43.01344,-6.364
43.01077,-6.37649
43.00927,-6.38356
43.01222,-6.36971
42.17435,-7.37701
42.19511,-7.38915
41.96083,-7.41319
41.96662,-7.41334
42.17426,-7.38188
42.18119,-7.38846
42.20209,-7.3815
42.20207,-7.38883
42.23072,-7.20242
42.1729,-7.38196
42.17988,-7.38864
42.18684,-7.38826
42.1938,-7.3892
42.20075,-7.3822
42.20076,-7.38919
42.22848,-7.20351
42.42275,-6.61536
42.42273,-6.60653
42.42472,-6.61756
42.42478,-6.62629
42.44717,-6.75695
42.83216,-6.23807
42.99355,-6.38025
43.0062,-6.36969
43.00616,-6.3815
42.99898,-6.37075
42.99893,-6.38289
42.99901,-6.36432
42.83204,-6.26297
42.83208,-6.25482
42.83212,-6.2461
42.99366,-6.36872
42.83221,-6.22964
42.82499,-6.23855
42.82484,-6.26407
42.82489,-6.25601
42.82494,-6.24638
42.8177,-6.25744
42.81775,-6.24959
42.36703,-1.42972
42.36684,-1.42415
43.22322,-4.67958
42.36666,-1.41891
42.37119,-1.42139
42.3657,-1.42768
43.0081,-6.36747
42.36548,-1.42231
42.36527,-1.41715
42.36593,-1.43354
43.00802,-6.37679
42.36022,-1.43444
42.36,-1.42879
42.35978,-1.42337
42.38395,-6.34293
42.38161,-6.34145
43.00088,-6.36791
43.00078,-6.37937
43.00793,-6.3881
38.94547,-6.30156
38.67327,-4.0552
38.66691,-4.05591
37.35267,-5.17147
36.7578,-2.69163
38.94178,-6.29265
38.94183,-6.30148
38.94539,-6.29298
43.0047,-6.37385
43.00313,-6.36658
43.0008,-6.37511
42.99932,-6.36829
42.99689,-6.37632
42.99546,-6.36973
42.993,-6.37763
42.99167,-6.37153
43.27644,-7.80058
43.27287,-7.80214
42.83376,-6.23618
42.83273,-6.2315
42.83176,-6.22707
42.83209,-6.24777
42.83001,-6.2383
42.82893,-6.23342
42.89383,-6.53042
42.8331,-6.25234
42.83108,-6.24319
42.89379,-6.54935
42.89259,-6.54384
42.89137,-6.53821
42.89001,-6.53196
42.83031,-6.25887
42.82929,-6.25422
42.8283,-6.24973
42.82611,-6.23979
42.82501,-6.23475
42.82724,-6.24489
42.88871,-6.54505
42.8264,-6.26022
42.82534,-6.25543
42.82213,-6.24083
42.82106,-6.23595
42.88991,-6.5506
42.88744,-6.53927
42.82429,-6.25066
42.82324,-6.2459
42.82029,-6.25164
42.81926,-6.24695
42.82138,-6.25656
42.81535,-6.24835
42.81641,-6.25314
42.83137,-6.26368
43.52562,-5.72937
43.52459,-5.7247
43.52277,-5.73576
41.40969,1.99816
43.22051,-4.68235
42.37232,-1.41913
42.3674,-1.42127
42.3663,-1.41723
42.36847,-1.42521
42.36351,-1.42719
42.36245,-1.4233
42.36453,-1.43092
42.36135,-1.41928
42.35956,-1.43287
42.35852,-1.42907
42.35746,-1.42518
42.36609,-1.4291
42.36507,-1.42526
42.36401,-1.4213
42.36293,-1.41724
42.36111,-1.431
42.3601,-1.42719
42.35905,-1.42327
42.35616,-1.43301
43.33212,-7.64329
43.3285,-7.64469
43.01291,-6.37731
43.01145,-6.37074
43.00901,-6.37856
43.00766,-6.37246
43.00591,-6.36463
43.00512,-6.37989
43.00374,-6.37366
43.00211,-6.36634
42.99984,-6.37493
42.9983,-6.36802
42.99593,-6.37614
42.99446,-6.36959
43.01384,-6.37753
43.01241,-6.3709
43.00993,-6.37874
43.00859,-6.37258
43.00692,-6.36479
43.00605,-6.38009
42.22076,-7.53565
42.38301,-6.33366
42.423,-6.61036
42.42768,-6.63167
42.42405,-6.61517
42.42369,-6.63254
42.44958,-6.7507
42.42231,-6.62627
42.42097,-6.62016
42.41994,-6.6155
42.44712,-6.75843
42.44576,-6.75219
42.41965,-6.63319
42.41823,-6.62674
42.44434,-6.74574
42.44606,-6.77256
42.44212,-6.77351
41.76656,-4.12764
41.76216,-4.12941
41.7607,-4.12343
42.2247,-7.51616
42.19994,-7.39816
42.19867,-7.39212
42.22573,-7.54021
42.22449,-7.53431
42.22095,-7.51741
42.19487,-7.39329
42.22208,-7.52279
42.2195,-7.52967
42.21833,-7.52408
42.21722,-7.51877
42.22198,-7.54145
42.21823,-7.54276
42.18859,-7.40186
42.18736,-7.39599
42.21701,-7.53695
42.21577,-7.531
42.2146,-7.52545
42.21349,-7.52018
42.21206,-7.53247
42.18357,-7.39719
42.21451,-7.54415
42.21328,-7.53829
42.21089,-7.52693
42.18482,-7.40312
42.20958,-7.53977
42.20723,-7.52861
42.17977,-7.39834
42.20839,-7.5341
42.20587,-7.54125
42.2047,-7.53569
42.17599,-7.3996
42.20095,-7.53696
42.20214,-7.54263
42.10862,-7.87447
42.1245,-8.52567
42.11853,-8.53416
42.12536,-8.52696
42.11936,-8.53548
41.07086,-4.71677
40.0433,-6.06878
38.37533,-0.54599
39.35391,-6.33094
38.67312,-4.04692
38.94078,-6.29549
37.36145,-5.86295
36.69606,-6.03221
36.69475,-6.02693
37.03899,-5.73228
36.69345,-6.03176
36.69738,-6.02743
36.51647,-6.13569
42.36651,-1.426
42.86883,-2.6418
42.86773,-2.64672
42.05262,-6.15254
42.05167,-6.1562
42.04976,-6.16357
42.18166,-7.36978
42.18,-7.39682
42.17862,-7.4019
42.17737,-7.40651
42.17617,-7.41091
42.18367,-7.40423
42.18237,-7.40902
42.18118,-7.41345
42.19271,-7.39189
42.19133,-7.39698
42.18866,-7.40685
42.18733,-7.41174
42.19626,-7.39974
42.19159,-7.417
42.19369,-7.40925
42.19259,-7.41331
42.19053,-7.42088
42.19495,-7.40459
42.20164,-7.40087
42.20036,-7.40561
42.19189,-7.3945
42.19053,-7.39942
42.18777,-7.40934
42.18916,-7.40433
42.1865,-7.41393
42.19084,-7.41884
42.19682,-7.39726
42.19546,-7.40218
42.19292,-7.41133
42.19184,-7.41521
42.19415,-7.40692
42.20087,-7.40323
42.19951,-7.40812
42.42348,-6.60634
42.42221,-6.61105
42.41872,-6.62413
42.41748,-6.62873
42.42909,-6.60567
42.42677,-6.61435
42.42551,-6.61906
42.42796,-6.60991
42.43451,-6.60574
42.43199,-6.61514
42.42949,-6.62451
42.43322,-6.61055
42.20266,-7.52063
42.20729,-7.5246
42.97821,-4.57438
42.97691,-4.57972
42.97538,-4.586
42.20899,-7.53924
42.21381,-7.54255
42.21249,-7.54732
42.98259,-4.57612
42.21782,-7.52798
42.98133,-4.58132
42.22274,-7.53091
42.22752,-7.51351
42.22145,-7.53559
42.21866,-7.54574
42.21735,-7.55049
42.21608,-7.55514
42.44065,-6.74616
42.43943,-6.75077
42.44453,-6.75213
42.44573,-6.74762
42.44481,-6.7717
42.44361,-6.77618
42.59726,-6.48013
42.59625,-6.48394
42.59526,-6.48771
42.59808,-6.49736
42.81879,-6.22903
42.81511,-6.24324
42.81332,-6.25017
42.82364,-6.23064
42.8181,-6.25207
42.83046,-6.22456
42.8285,-6.23216
42.82299,-6.25352
43.22271,-4.67268
43.22144,-4.67793
42.82986,-6.24725
42.82796,-6.25465
42.82605,-6.26203
