LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,geometry
42.27163,-7.34439,308.67,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.17,4.57,N,POINT (-7.34439 42.27163)
42.26024,-7.30933,311.72,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.29,7.89,N,POINT (-7.30933 42.26024)
42.25594,-7.2961,310.89,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,288.37,12.11,N,POINT (-7.2961 42.25594)
42.24677,-7.26789,304.83,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,282.86,11.9,N,POINT (-7.26789 42.24677)
42.26909,-7.35848,333.51,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.7,8.02,N,POINT (-7.35848 42.26909)
42.26743,-7.35338,327.74,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.74,4.57,N,POINT (-7.35338 42.26743)
42.2523,-7.30688,334.48,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,292.96,7.89,N,POINT (-7.30688 42.2523)
42.24991,-7.2995,334.62,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,290.79,12.11,N,POINT (-7.2995 42.24991)
42.24422,-7.28202,349.73,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,287.51,11.9,N,POINT (-7.28202 42.24422)
42.26576,-7.34823,308.27,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,290.05,4.57,N,POINT (-7.34823 42.26576)
42.26416,-7.34333,308.45,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,290.7,8.58,N,POINT (-7.34333 42.26416)
42.25793,-7.32415,313.4,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.88,5.6,N,POINT (-7.32415 42.25793)
42.25609,-7.31851,314.89,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.06,5.6,N,POINT (-7.31851 42.25609)
42.25424,-7.31282,316.84,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,292.69,7.89,N,POINT (-7.31282 42.25424)
42.24705,-7.29072,310.33,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,287.69,12.11,N,POINT (-7.29072 42.24705)
42.24154,-7.27378,314.23,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,284.06,11.9,N,POINT (-7.27378 42.24154)
42.2633,-7.36258,367.0,0.6,0.71,2025-08-13,0332,N20,VIIRS,h,2.0NRT,289.68,50.86,N,POINT (-7.36258 42.2633)
42.26162,-7.3574,343.38,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,293.67,36.59,N,POINT (-7.3574 42.26162)
42.23876,-7.28721,350.18,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,288.49,8.46,N,POINT (-7.28721 42.23876)
42.25995,-7.35227,305.83,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,288.34,36.59,N,POINT (-7.35227 42.25995)
42.25511,-7.33742,309.0,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,290.83,4.1,N,POINT (-7.33742 42.25511)
42.25006,-7.32189,310.73,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,289.73,10.34,N,POINT (-7.32189 42.25006)
42.24821,-7.31622,310.72,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.3,4.8,N,POINT (-7.31622 42.24821)
42.24618,-7.30998,318.98,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,294.15,4.8,N,POINT (-7.30998 42.24618)
42.24379,-7.30264,317.94,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,292.47,7.99,N,POINT (-7.30264 42.24379)
42.24122,-7.29477,311.66,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,289.01,7.99,N,POINT (-7.29477 42.24122)
42.23613,-7.27915,302.9,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,283.69,8.46,N,POINT (-7.27915 42.23613)
42.25754,-7.36676,367.0,0.6,0.71,2025-08-13,0332,N20,VIIRS,h,2.0NRT,287.71,50.86,N,POINT (-7.36676 42.25754)
42.25578,-7.36133,346.38,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,302.18,36.59,N,POINT (-7.36133 42.25578)
42.25407,-7.3561,333.27,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,294.51,36.59,N,POINT (-7.3561 42.25407)
42.2522,-7.35037,322.4,0.6,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,292.72,7.8,N,POINT (-7.35037 42.2522)
42.23241,-7.28968,345.67,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,288.41,8.46,N,POINT (-7.28968 42.23241)
42.25035,-7.34469,318.34,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,294.05,7.8,N,POINT (-7.34469 42.25035)
42.24873,-7.33969,315.0,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,293.06,4.1,N,POINT (-7.33969 42.24873)
42.24712,-7.33477,309.41,0.61,0.71,2025-08-13,0332,N20,VIIRS,n,2.0NRT,291.5,4.1,N,POINT (-7.33477 42.24712)
36.59761,-5.8954,367.0,0.4,0.37,2025-08-13,1314,N20,VIIRS,h,2.0NRT,339.87,256.85,D,POINT (-5.8954 36.59761)
36.59576,-5.88571,367.0,0.4,0.37,2025-08-13,1314,N20,VIIRS,l,2.0NRT,328.22,20.06,D,POINT (-5.88571 36.59576)
36.59502,-5.89012,351.88,0.4,0.37,2025-08-13,1314,N20,VIIRS,n,2.0NRT,318.7,20.06,D,POINT (-5.89012 36.59502)
38.03258,-6.95388,353.53,0.41,0.37,2025-08-13,1314,N20,VIIRS,n,2.0NRT,310.01,29.67,D,POINT (-6.95388 38.03258)
38.03337,-6.94931,342.69,0.41,0.37,2025-08-13,1314,N20,VIIRS,n,2.0NRT,308.97,29.21,D,POINT (-6.94931 38.03337)
38.02923,-6.95286,367.0,0.41,0.37,2025-08-13,1314,N20,VIIRS,l,2.0NRT,329.92,46.44,D,POINT (-6.95286 38.02923)
38.02843,-6.95749,338.63,0.41,0.37,2025-08-13,1314,N20,VIIRS,n,2.0NRT,311.45,46.44,D,POINT (-6.95749 38.02843)
38.02586,-6.95197,367.0,0.41,0.37,2025-08-13,1314,N20,VIIRS,l,2.0NRT,334.0,46.44,D,POINT (-6.95197 38.02586)
38.02666,-6.94736,336.23,0.41,0.37,2025-08-13,1314,N20,VIIRS,l,2.0NRT,308.79,45.91,D,POINT (-6.94736 38.02666)
38.02505,-6.95663,367.0,0.41,0.37,2025-08-13,1314,N20,VIIRS,h,2.0NRT,330.24,46.44,D,POINT (-6.95663 38.02505)
36.59243,-5.88484,355.92,0.4,0.37,2025-08-13,1314,N20,VIIRS,n,2.0NRT,320.0,20.06,D,POINT (-5.88484 36.59243)
37.75707,-1.3272,339.83,0.43,0.38,2025-08-13,1314,N20,VIIRS,l,2.0NRT,311.04,4.85,D,POINT (-1.3272 37.75707)
36.60685,-5.90242,354.64,0.4,0.37,2025-08-13,1314,N20,VIIRS,n,2.0NRT,318.99,74.35,D,POINT (-5.90242 36.60685)
36.60426,-5.89714,367.0,0.4,0.37,2025-08-13,1314,N20,VIIRS,l,2.0NRT,337.96,74.35,D,POINT (-5.89714 36.60426)
36.60352,-5.90156,367.0,0.4,0.37,2025-08-13,1314,N20,VIIRS,h,2.0NRT,341.61,74.35,D,POINT (-5.90156 36.60352)
36.60093,-5.89627,367.0,0.4,0.37,2025-08-13,1314,N20,VIIRS,h,2.0NRT,359.25,256.85,D,POINT (-5.89627 36.60093)
36.59835,-5.89099,367.0,0.4,0.37,2025-08-13,1314,N20,VIIRS,l,2.0NRT,330.13,82.86,D,POINT (-5.89099 36.59835)
41.90791,-7.53172,352.95,0.4,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,314.2,32.3,D,POINT (-7.53172 41.90791)
39.70545,-0.65852,347.43,0.48,0.4,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.68,5.38,D,POINT (-0.65852 39.70545)
39.30792,-6.80506,355.09,0.4,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.51,27.34,D,POINT (-6.80506 39.30792)
39.31202,-6.80142,340.21,0.4,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,310.55,16.42,D,POINT (-6.80142 39.31202)
39.31124,-6.80599,345.33,0.4,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,312.08,16.42,D,POINT (-6.80599 39.31124)
39.31689,-6.79322,340.71,0.4,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,314.85,18.63,D,POINT (-6.79322 39.31689)
39.31612,-6.79779,348.9,0.4,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,314.8,18.63,D,POINT (-6.79779 39.31612)
39.31534,-6.80236,354.03,0.4,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,313.64,16.42,D,POINT (-6.80236 39.31534)
39.31866,-6.80329,338.58,0.4,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,311.29,3.27,D,POINT (-6.80329 39.31866)
39.32275,-6.79966,337.48,0.4,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,308.44,4.16,D,POINT (-6.79966 39.32275)
39.86417,-5.9882,342.64,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.71,2.73,D,POINT (-5.9882 39.86417)
40.12845,-5.98048,337.81,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,309.1,14.36,D,POINT (-5.98048 40.12845)
40.12774,-5.98495,350.08,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,317.97,14.36,D,POINT (-5.98495 40.12774)
40.13937,-5.9976,338.82,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.62,6.69,D,POINT (-5.9976 40.13937)
40.13864,-6.00215,346.22,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,305.8,5.81,D,POINT (-6.00215 40.13864)
40.14262,-5.99856,348.13,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.88,21.74,D,POINT (-5.99856 40.14262)
40.14589,-5.99952,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,317.35,21.74,D,POINT (-5.99952 40.14589)
40.14661,-5.99498,345.12,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.51,21.74,D,POINT (-5.99498 40.14661)
40.14516,-6.00404,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,331.53,142.85,D,POINT (-6.00404 40.14516)
40.14915,-6.00047,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,316.42,15.99,D,POINT (-6.00047 40.14915)
40.14987,-5.99594,338.77,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,309.23,15.99,D,POINT (-5.99594 40.14987)
40.14843,-6.00499,343.7,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.53,17.69,D,POINT (-6.00499 40.14843)
40.15963,-5.95603,352.24,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,323.24,33.54,D,POINT (-5.95603 40.15963)
40.1553,-5.98325,336.55,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,309.29,6.82,D,POINT (-5.98325 40.1553)
40.15386,-5.99235,353.59,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,312.73,40.25,D,POINT (-5.99235 40.15386)
40.15313,-5.99689,351.46,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,311.49,15.99,D,POINT (-5.99689 40.15313)
40.15241,-6.00142,355.74,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,312.92,15.99,D,POINT (-6.00142 40.15241)
40.1517,-6.00594,308.31,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,308.95,17.69,D,POINT (-6.00594 40.1517)
40.16362,-5.95242,347.19,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,310.26,24.95,D,POINT (-5.95242 40.16362)
40.15929,-5.97965,351.37,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,313.22,8.48,D,POINT (-5.97965 40.15929)
40.15857,-5.98421,346.99,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,307.85,8.48,D,POINT (-5.98421 40.15857)
40.15712,-5.9933,336.12,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,305.33,3.85,D,POINT (-5.9933 40.15712)
40.15639,-5.99784,347.39,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,306.43,5.14,D,POINT (-5.99784 40.15639)
40.1629,-5.95692,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,338.65,24.95,D,POINT (-5.95692 40.1629)
40.16617,-5.95782,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,327.2,24.95,D,POINT (-5.95782 40.16617)
40.16689,-5.95332,345.09,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,310.71,24.95,D,POINT (-5.95332 40.16689)
40.16943,-5.95874,355.5,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,323.94,19.17,D,POINT (-5.95874 40.16943)
40.16799,-5.96782,351.86,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.19,44.75,D,POINT (-5.96782 40.16799)
40.16582,-5.98151,345.72,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,313.91,12.49,D,POINT (-5.98151 40.16582)
40.16437,-5.99065,345.53,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,306.52,5.97,D,POINT (-5.99065 40.16437)
40.17126,-5.96876,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,337.52,44.75,D,POINT (-5.96876 40.17126)
40.1727,-5.95967,352.11,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.27,19.17,D,POINT (-5.95967 40.1727)
40.17198,-5.9642,344.24,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,312.61,44.75,D,POINT (-5.9642 40.17198)
40.17054,-5.97331,347.88,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,305.82,9.65,D,POINT (-5.97331 40.17054)
40.16981,-5.97787,339.81,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,307.04,9.65,D,POINT (-5.97787 40.16981)
40.16909,-5.98244,341.48,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.48,12.49,D,POINT (-5.98244 40.16909)
40.17667,-5.95615,346.38,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,307.4,8.15,D,POINT (-5.95615 40.17667)
40.17595,-5.96065,334.86,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,306.44,8.15,D,POINT (-5.96065 40.17595)
42.2059,-7.49105,335.24,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,291.02,29.95,D,POINT (-7.49105 42.2059)
42.23245,-7.35219,351.47,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,307.67,16.64,D,POINT (-7.35219 42.23245)
42.23169,-7.35679,349.39,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,318.87,11.8,D,POINT (-7.35679 42.23169)
42.20919,-7.492,347.63,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,299.85,29.95,D,POINT (-7.492 42.20919)
42.2342,-7.36243,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,332.94,29.05,D,POINT (-7.36243 42.2342)
42.25648,-7.22745,333.39,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,291.56,5.0,D,POINT (-7.22745 42.25648)
42.23496,-7.35784,354.18,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,312.2,29.05,D,POINT (-7.35784 42.23496)
42.23343,-7.36707,353.28,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,321.2,69.02,D,POINT (-7.36707 42.23343)
42.25748,-7.24228,347.78,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,297.04,4.26,D,POINT (-7.24228 42.25748)
42.21261,-7.51293,340.78,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,301.37,4.26,D,POINT (-7.51293 42.21261)
42.23747,-7.36351,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,329.26,29.05,D,POINT (-7.36351 42.23747)
42.26075,-7.24331,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,335.59,372.88,D,POINT (-7.24331 42.26075)
42.21588,-7.51403,342.43,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,309.07,9.59,D,POINT (-7.51403 42.21588)
42.21507,-7.51896,335.79,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,299.1,3.14,D,POINT (-7.51896 42.21507)
42.25999,-7.24792,351.23,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,329.78,73.67,D,POINT (-7.24792 42.25999)
42.37154,-6.57754,339.74,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,310.38,20.19,D,POINT (-6.57754 42.37154)
42.37009,-6.58669,352.65,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,317.44,31.71,D,POINT (-6.58669 42.37009)
42.36936,-6.59132,350.49,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,320.16,28.37,D,POINT (-6.59132 42.36936)
42.26478,-7.23971,352.39,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,303.3,372.88,D,POINT (-7.23971 42.26478)
42.24636,-7.35143,350.13,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,311.77,20.49,D,POINT (-7.35143 42.24636)
42.24557,-7.3562,345.97,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,319.26,20.49,D,POINT (-7.3562 42.24557)
42.26403,-7.24431,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,368.83,372.88,D,POINT (-7.24431 42.26403)
42.2673,-7.24529,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,362.96,229.29,D,POINT (-7.24529 42.2673)
42.26806,-7.24071,354.79,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,304.22,229.29,D,POINT (-7.24071 42.26806)
42.24886,-7.35715,349.11,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.8,9.59,D,POINT (-7.35715 42.24886)
42.27134,-7.24169,348.03,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,298.73,229.29,D,POINT (-7.24169 42.27134)
42.26075,-7.30587,355.72,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.84,25.87,D,POINT (-7.30587 42.26075)
42.27058,-7.24626,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,332.7,229.29,D,POINT (-7.24626 42.27058)
42.27386,-7.24723,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,335.81,156.83,D,POINT (-7.24723 42.27386)
42.26324,-7.31162,347.72,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,319.93,12.93,D,POINT (-7.31162 42.26324)
42.38971,-6.54862,341.92,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,300.51,16.12,D,POINT (-6.54862 42.38971)
42.27261,-7.27565,355.59,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,320.97,27.27,D,POINT (-7.27565 42.27261)
42.2711,-7.28488,351.59,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.5,20.5,D,POINT (-7.28488 42.2711)
42.24244,-7.45829,334.31,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,303.73,3.67,D,POINT (-7.45829 42.24244)
42.39297,-6.54956,345.31,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,303.79,11.68,D,POINT (-6.54956 42.39297)
42.27589,-7.27667,353.41,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,313.69,24.31,D,POINT (-7.27667 42.27589)
42.27513,-7.28128,354.96,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,310.39,45.12,D,POINT (-7.28128 42.27513)
42.24573,-7.45925,345.44,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,314.73,19.13,D,POINT (-7.45925 42.24573)
42.24495,-7.46399,341.56,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.23,19.13,D,POINT (-7.46399 42.24495)
42.23716,-7.51076,349.67,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,305.94,18.93,D,POINT (-7.51076 42.23716)
42.39405,-6.56435,347.94,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,310.12,23.37,D,POINT (-6.56435 42.39405)
42.27916,-7.27769,354.75,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.46,24.31,D,POINT (-7.27769 42.27916)
42.24122,-7.50712,344.37,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,305.89,18.93,D,POINT (-7.50712 42.24122)
42.23806,-7.52619,341.27,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,293.8,5.57,D,POINT (-7.52619 42.23806)
42.2784,-7.28229,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,329.71,45.12,D,POINT (-7.28229 42.2784)
42.24044,-7.51184,351.1,0.39,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,329.7,18.93,D,POINT (-7.51184 42.24044)
42.28243,-7.27872,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,317.65,20.57,D,POINT (-7.27872 42.28243)
42.24372,-7.51293,367.0,0.39,0.37,2025-08-13,1316,N20,VIIRS,h,2.0NRT,336.38,231.53,D,POINT (-7.51293 42.24372)
42.28168,-7.28331,353.32,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,312.49,20.0,D,POINT (-7.28331 42.28168)
42.24213,-7.52244,344.51,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,301.91,111.1,D,POINT (-7.52244 42.24213)
42.2445,-7.50821,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,372.62,231.53,D,POINT (-7.50821 42.2445)
42.24777,-7.5093,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,h,2.0NRT,332.2,231.53,D,POINT (-7.5093 42.24777)
42.27647,-7.33593,347.63,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,305.94,14.07,D,POINT (-7.33593 42.27647)
42.24855,-7.50461,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,329.71,457.88,D,POINT (-7.50461 42.24855)
42.29754,-7.24974,349.6,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,300.15,11.61,D,POINT (-7.24974 42.29754)
42.27913,-7.36179,342.73,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,312.75,21.37,D,POINT (-7.36179 42.27913)
42.29981,-7.25354,341.26,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,289.46,6.6,D,POINT (-7.25354 42.29981)
42.28201,-7.36085,348.99,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,309.78,8.57,D,POINT (-7.36085 42.28201)
42.25386,-7.52919,342.23,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,309.43,4.57,D,POINT (-7.52919 42.25386)
42.29474,-7.30514,351.22,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.13,32.35,D,POINT (-7.30514 42.29474)
42.28608,-7.35715,345.92,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,310.54,13.71,D,POINT (-7.35715 42.28608)
42.28936,-7.35817,340.76,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,303.65,10.89,D,POINT (-7.35817 42.28936)
42.25318,-7.57423,346.84,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,307.26,16.19,D,POINT (-7.57423 42.25318)
42.29264,-7.35917,349.04,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,312.15,10.89,D,POINT (-7.35917 42.29264)
42.25649,-7.57516,347.34,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,316.69,16.19,D,POINT (-7.57516 42.25649)
42.29592,-7.36017,341.38,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,310.5,18.37,D,POINT (-7.36017 42.29592)
42.29919,-7.3612,346.37,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,308.82,18.37,D,POINT (-7.3612 42.29919)
42.30326,-7.35742,332.04,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,300.65,4.73,D,POINT (-7.35742 42.30326)
42.26804,-7.5683,335.64,0.39,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,307.93,6.23,D,POINT (-7.5683 42.26804)
42.30654,-7.35847,345.08,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,306.94,4.73,D,POINT (-7.35847 42.30654)
42.27219,-7.5847,337.23,0.4,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,308.08,14.56,D,POINT (-7.5847 42.27219)
42.3201,-7.31824,337.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,302.46,2.97,D,POINT (-7.31824 42.3201)
42.27793,-7.57122,351.46,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,321.09,31.4,D,POINT (-7.57122 42.27793)
42.27713,-7.57596,346.85,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,316.76,13.34,D,POINT (-7.57596 42.27713)
42.27549,-7.5857,341.45,0.4,0.37,2025-08-13,1316,N20,VIIRS,l,2.0NRT,311.51,14.56,D,POINT (-7.5857 42.27549)
42.28122,-7.57223,345.4,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,311.04,7.18,D,POINT (-7.57223 42.28122)
42.28042,-7.57696,347.9,0.39,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,315.52,10.67,D,POINT (-7.57696 42.28042)
42.27878,-7.5867,340.78,0.4,0.37,2025-08-13,1316,N20,VIIRS,n,2.0NRT,302.21,17.67,D,POINT (-7.5867 42.27878)
42.33472,-7.31308,338.79,0.39,0.36,2025-08-13,1316,N20,VIIRS,n,2.0NRT,299.76,7.35,D,POINT (-7.31308 42.33472)
42.75084,-4.77158,367.0,0.39,0.36,2025-08-13,1316,N20,VIIRS,l,2.0NRT,327.63,70.37,D,POINT (-4.77158 42.75084)
