LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,geometry
42.45102,-6.4834,306.38,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.53,1.35,N,POINT (-6.4834 42.45102)
42.45003,-6.47816,305.49,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.38,1.35,N,POINT (-6.47816 42.45003)
42.44758,-6.48457,322.31,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.8,1.35,N,POINT (-6.48457 42.44758)
42.44663,-6.47957,328.24,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.57,1.35,N,POINT (-6.47957 42.44663)
42.45354,-6.51589,303.7,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.71,0.73,N,POINT (-6.51589 42.45354)
42.45261,-6.51102,309.78,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.67,0.73,N,POINT (-6.51102 42.45261)
42.4496,-6.49515,307.53,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,294.01,0.95,N,POINT (-6.49515 42.4496)
42.44857,-6.48976,312.52,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.99,0.95,N,POINT (-6.48976 42.44857)
42.45016,-6.51733,343.89,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,304.59,53.88,N,POINT (-6.51733 42.45016)
42.44918,-6.5122,331.22,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,327.28,53.88,N,POINT (-6.5122 42.44918)
42.44612,-6.49609,336.54,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,297.55,26.26,N,POINT (-6.49609 42.44612)
42.44511,-6.49082,321.96,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,294.91,26.26,N,POINT (-6.49082 42.44511)
42.44416,-6.4858,331.1,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,294.85,5.82,N,POINT (-6.4858 42.44416)
42.44324,-6.48099,322.74,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.19,5.82,N,POINT (-6.48099 42.44324)
42.45109,-6.52223,310.02,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.89,31.13,N,POINT (-6.52223 42.45109)
42.44817,-6.50686,308.53,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,294.75,1.83,N,POINT (-6.50686 42.44817)
42.44714,-6.50143,306.78,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.05,1.83,N,POINT (-6.50143 42.44714)
42.44231,-6.47608,304.53,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.19,1.55,N,POINT (-6.47608 42.44231)
42.44776,-6.52393,327.88,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,315.33,31.13,N,POINT (-6.52393 42.44776)
42.44681,-6.51894,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,343.67,53.88,N,POINT (-6.51894 42.44681)
42.44577,-6.51346,355.21,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,312.54,53.88,N,POINT (-6.51346 42.44577)
42.44473,-6.50799,323.8,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,299.15,1.83,N,POINT (-6.50799 42.44473)
42.44269,-6.4973,341.16,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,314.6,26.26,N,POINT (-6.4973 42.44269)
42.44173,-6.49222,352.72,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,316.65,26.26,N,POINT (-6.49222 42.44173)
42.44078,-6.48726,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,299.24,5.82,N,POINT (-6.48726 42.44078)
42.43986,-6.48243,343.21,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,298.42,5.82,N,POINT (-6.48243 42.43986)
42.4437,-6.50258,317.17,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,296.75,1.83,N,POINT (-6.50258 42.4437)
42.43893,-6.47753,310.27,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.49,1.55,N,POINT (-6.47753 42.43893)
42.4444,-6.5255,339.55,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,318.21,28.08,N,POINT (-6.5255 42.4444)
42.44342,-6.52034,349.58,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,309.96,10.52,N,POINT (-6.52034 42.44342)
42.44237,-6.51479,338.11,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,308.99,10.52,N,POINT (-6.51479 42.44237)
42.4413,-6.5092,347.31,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,310.99,16.43,N,POINT (-6.5092 42.4413)
42.44027,-6.50381,348.69,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,320.54,16.43,N,POINT (-6.50381 42.44027)
42.43929,-6.49864,354.9,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,317.44,37.25,N,POINT (-6.49864 42.43929)
42.43834,-6.49365,348.88,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,317.42,37.25,N,POINT (-6.49365 42.43834)
42.43648,-6.48388,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,353.26,240.11,N,POINT (-6.48388 42.43648)
42.44533,-6.53034,303.47,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.76,28.08,N,POINT (-6.53034 42.44533)
42.43555,-6.47903,317.29,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.57,4.5,N,POINT (-6.47903 42.43555)
42.43459,-6.47393,301.51,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.28,4.5,N,POINT (-6.47393 42.43459)
42.441,-6.5268,345.94,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,303.26,28.08,N,POINT (-6.5268 42.441)
42.44004,-6.52175,350.69,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,315.79,10.52,N,POINT (-6.52175 42.44004)
42.43897,-6.51613,337.83,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,308.9,10.52,N,POINT (-6.51613 42.43897)
42.43788,-6.51044,340.61,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,313.17,16.43,N,POINT (-6.51044 42.43788)
42.43686,-6.50508,346.13,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,309.72,16.43,N,POINT (-6.50508 42.43686)
42.43591,-6.50009,354.6,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,315.71,37.25,N,POINT (-6.50009 42.43591)
42.43497,-6.49519,351.67,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,316.92,37.25,N,POINT (-6.49519 42.43497)
42.43404,-6.49029,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,297.15,240.11,N,POINT (-6.49029 42.43404)
42.43311,-6.4854,348.57,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,294.37,240.11,N,POINT (-6.4854 42.43311)
42.43218,-6.4805,310.25,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.53,4.5,N,POINT (-6.4805 42.43218)
42.43758,-6.52803,321.46,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.01,12.6,N,POINT (-6.52803 42.43758)
42.43662,-6.52301,339.47,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,335.87,53.52,N,POINT (-6.52301 42.43662)
42.43557,-6.5175,335.45,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,306.16,53.52,N,POINT (-6.5175 42.43557)
42.43448,-6.5118,331.32,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,306.36,5.85,N,POINT (-6.5118 42.43448)
42.43348,-6.50653,347.3,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,312.03,5.85,N,POINT (-6.50653 42.43348)
42.43254,-6.5016,342.98,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,304.97,41.6,N,POINT (-6.5016 42.43254)
42.43163,-6.49683,349.97,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,322.7,41.6,N,POINT (-6.49683 42.43163)
42.4307,-6.49194,335.53,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,299.5,23.89,N,POINT (-6.49194 42.4307)
42.42974,-6.48692,312.2,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.87,23.89,N,POINT (-6.48692 42.42974)
42.42879,-6.4819,303.51,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.71,2.6,N,POINT (-6.4819 42.42879)
42.43319,-6.52419,335.54,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,312.93,53.52,N,POINT (-6.52419 42.43319)
42.43217,-6.51882,334.02,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,303.74,53.52,N,POINT (-6.51882 42.43217)
42.43106,-6.51305,335.2,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,308.04,5.85,N,POINT (-6.51305 42.43106)
42.43009,-6.50793,341.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,310.17,5.85,N,POINT (-6.50793 42.43009)
42.42916,-6.50303,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,318.34,41.6,N,POINT (-6.50303 42.42916)
42.42826,-6.49832,351.58,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,334.09,41.6,N,POINT (-6.49832 42.42826)
42.42733,-6.49342,325.13,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,320.22,23.89,N,POINT (-6.49342 42.42733)
42.43415,-6.52921,314.27,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.4,12.6,N,POINT (-6.52921 42.43415)
42.42635,-6.48829,308.69,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.45,23.89,N,POINT (-6.48829 42.42635)
42.4307,-6.53028,327.18,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.44,31.96,N,POINT (-6.53028 42.4307)
42.42976,-6.52537,341.21,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,333.88,51.03,N,POINT (-6.52537 42.42976)
42.42875,-6.52003,341.69,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,308.22,51.03,N,POINT (-6.52003 42.42875)
42.42767,-6.51442,338.67,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,304.99,11.6,N,POINT (-6.51442 42.42767)
42.42667,-6.50917,342.19,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,307.73,11.6,N,POINT (-6.50917 42.42667)
42.42574,-6.50426,356.02,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,321.99,135.03,N,POINT (-6.50426 42.42574)
42.42483,-6.49951,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,362.66,135.03,N,POINT (-6.49951 42.42483)
42.43157,-6.53487,304.34,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.95,31.96,N,POINT (-6.53487 42.43157)
42.42293,-6.48958,308.14,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.03,32.46,N,POINT (-6.48958 42.42293)
42.42725,-6.53135,330.54,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,316.95,31.96,N,POINT (-6.53135 42.42725)
42.42632,-6.52647,334.81,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,334.6,51.03,N,POINT (-6.52647 42.42632)
42.42532,-6.52123,337.28,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,302.19,51.03,N,POINT (-6.52123 42.42532)
42.42426,-6.51568,335.2,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,303.43,11.6,N,POINT (-6.51568 42.42426)
42.42325,-6.51042,351.33,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,317.16,11.6,N,POINT (-6.51042 42.42325)
42.4223,-6.50543,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,357.48,135.03,N,POINT (-6.50543 42.4223)
42.4214,-6.50072,330.81,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,317.31,135.03,N,POINT (-6.50072 42.4214)
42.42049,-6.49594,322.67,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.95,32.46,N,POINT (-6.49594 42.42049)
42.4488,-6.64462,313.87,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.58,6.18,N,POINT (-6.64462 42.4488)
42.44777,-6.6392,318.63,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,303.59,20.78,N,POINT (-6.6392 42.44777)
42.42812,-6.53595,307.9,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.93,31.96,N,POINT (-6.53595 42.42812)
42.41953,-6.49091,306.05,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.4,32.46,N,POINT (-6.49091 42.41953)
42.44427,-6.63995,330.16,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.73,5.94,N,POINT (-6.63995 42.44427)
42.42382,-6.53253,339.77,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,297.18,7.42,N,POINT (-6.53253 42.42382)
42.42288,-6.52761,343.75,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,315.91,15.51,N,POINT (-6.52761 42.42288)
42.42188,-6.52237,337.68,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,305.09,15.51,N,POINT (-6.52237 42.42188)
42.42085,-6.517,335.14,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,302.89,26.36,N,POINT (-6.517 42.42085)
42.41986,-6.51181,352.45,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,323.49,26.36,N,POINT (-6.51181 42.41986)
42.418,-6.50205,345.17,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,298.6,364.39,N,POINT (-6.50205 42.418)
42.4453,-6.64539,313.75,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.86,3.45,N,POINT (-6.64539 42.4453)
42.4247,-6.53718,306.45,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.91,7.42,N,POINT (-6.53718 42.4247)
42.41709,-6.49727,312.76,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.45,1.14,N,POINT (-6.49727 42.41709)
42.41613,-6.49224,303.97,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.53,1.14,N,POINT (-6.49224 42.41613)
42.42041,-6.5338,334.23,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.82,7.42,N,POINT (-6.5338 42.42041)
42.41949,-6.52896,345.53,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,302.46,15.51,N,POINT (-6.52896 42.41949)
42.4185,-6.52377,333.59,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,303.98,15.51,N,POINT (-6.52377 42.4185)
42.4175,-6.51857,325.98,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,300.1,26.36,N,POINT (-6.51857 42.4175)
42.41652,-6.51342,343.8,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,305.48,26.36,N,POINT (-6.51342 42.41652)
42.41463,-6.50353,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,330.09,364.39,N,POINT (-6.50353 42.41463)
42.42132,-6.53859,303.72,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.15,7.42,N,POINT (-6.53859 42.42132)
42.41369,-6.49861,310.07,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.27,1.14,N,POINT (-6.49861 42.41369)
42.41273,-6.49355,300.74,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,288.34,1.14,N,POINT (-6.49355 42.41273)
42.41707,-6.53541,336.01,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,297.65,26.83,N,POINT (-6.53541 42.41707)
42.41612,-6.53046,327.06,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,310.58,21.43,N,POINT (-6.53046 42.41612)
42.41514,-6.52534,331.52,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,301.8,21.43,N,POINT (-6.52534 42.41514)
42.41319,-6.51511,320.55,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.23,2.1,N,POINT (-6.51511 42.41319)
42.41222,-6.51002,356.38,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,329.9,32.25,N,POINT (-6.51002 42.41222)
42.41125,-6.50496,337.1,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,316.01,32.25,N,POINT (-6.50496 42.41125)
42.41416,-6.52019,316.37,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.62,2.1,N,POINT (-6.52019 42.41416)
42.41027,-6.49985,305.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,289.44,2.98,N,POINT (-6.49985 42.41027)
42.43686,-6.65845,332.11,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.87,6.54,N,POINT (-6.65845 42.43686)
42.41375,-6.53714,336.62,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.62,26.83,N,POINT (-6.53714 42.41375)
42.41278,-6.53208,320.9,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,320.47,21.43,N,POINT (-6.53208 42.41278)
42.4118,-6.52693,324.37,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,299.34,21.43,N,POINT (-6.52693 42.4118)
42.40885,-6.51153,340.88,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,307.74,32.25,N,POINT (-6.51153 42.40885)
42.41466,-6.54191,303.49,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.95,26.83,N,POINT (-6.54191 42.41466)
42.41082,-6.52181,308.39,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.66,2.1,N,POINT (-6.52181 42.41082)
42.40984,-6.51669,308.41,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.97,2.1,N,POINT (-6.51669 42.40984)
42.40785,-6.50631,311.03,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.23,32.25,N,POINT (-6.50631 42.40785)
42.41134,-6.54361,331.29,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.24,25.68,N,POINT (-6.54361 42.41134)
42.41043,-6.53883,337.06,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,316.47,25.68,N,POINT (-6.53883 42.41043)
42.40947,-6.5338,340.61,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,301.94,4.95,N,POINT (-6.5338 42.40947)
42.40846,-6.52857,325.24,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,299.33,4.95,N,POINT (-6.52857 42.40846)
42.40549,-6.51306,337.15,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,298.93,18.82,N,POINT (-6.51306 42.40549)
42.40749,-6.52346,304.06,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,288.29,2.2,N,POINT (-6.52346 42.40749)
42.40446,-6.50771,316.26,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.88,18.82,N,POINT (-6.50771 42.40446)
42.40711,-6.54053,327.86,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,302.74,25.68,N,POINT (-6.54053 42.40711)
42.40614,-6.53548,326.94,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.58,4.95,N,POINT (-6.53548 42.40614)
42.40211,-6.51446,335.59,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.88,18.82,N,POINT (-6.51446 42.40211)
42.40803,-6.54538,317.05,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,289.56,25.68,N,POINT (-6.54538 42.40803)
42.40514,-6.53023,304.33,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.8,4.95,N,POINT (-6.53023 42.40514)
42.39869,-6.51568,318.07,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,288.28,1.79,N,POINT (-6.51568 42.39869)
42.39769,-6.51048,306.93,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,288.31,1.79,N,POINT (-6.51048 42.39769)
42.43067,-6.70258,318.78,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,290.9,1.79,N,POINT (-6.70258 42.43067)
42.42974,-6.69768,308.6,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.3,1.07,N,POINT (-6.69768 42.42974)
42.39521,-6.51666,313.88,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,289.04,1.79,N,POINT (-6.51666 42.39521)
42.39801,-6.51659,309.77,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,287.72,0.61,N,POINT (-6.51659 42.39801)
42.42855,-6.6987,322.57,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.56,1.54,N,POINT (-6.6987 42.42855)
42.42947,-6.70362,308.07,0.43,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.63,1.54,N,POINT (-6.70362 42.42947)
42.39453,-6.5175,301.75,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,288.92,0.61,N,POINT (-6.5175 42.39453)
42.39103,-6.51828,326.33,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.46,4.56,N,POINT (-6.51828 42.39103)
42.39202,-6.52355,308.59,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,291.28,4.56,N,POINT (-6.52355 42.39202)
42.38754,-6.51912,325.37,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.52,4.56,N,POINT (-6.51912 42.38754)
42.38514,-6.52578,346.21,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,294.74,5.88,N,POINT (-6.52578 42.38514)
42.38412,-6.52035,326.19,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,289.57,5.88,N,POINT (-6.52035 42.38412)
42.38713,-6.53637,315.92,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.43,2.8,N,POINT (-6.53637 42.38713)
42.38376,-6.53787,325.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.86,2.8,N,POINT (-6.53787 42.38376)
42.38138,-6.54463,328.82,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.32,13.36,N,POINT (-6.54463 42.38138)
42.38239,-6.54997,304.06,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,287.61,13.36,N,POINT (-6.54997 42.38239)
42.37892,-6.55093,345.73,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,300.06,13.36,N,POINT (-6.55093 42.37892)
42.37793,-6.5457,315.06,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,296.76,13.36,N,POINT (-6.5457 42.37793)
42.37539,-6.55155,330.4,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,308.47,37.45,N,POINT (-6.55155 42.37539)
42.37185,-6.55211,328.5,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,310.87,37.45,N,POINT (-6.55211 42.37185)
42.37286,-6.5575,311.84,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.95,3.56,N,POINT (-6.5575 42.37286)
42.36937,-6.55831,339.91,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,300.27,28.98,N,POINT (-6.55831 42.36937)
42.36832,-6.55279,367.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,322.08,42.6,N,POINT (-6.55279 42.36832)
42.36588,-6.55916,339.0,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,299.08,28.98,N,POINT (-6.55916 42.36588)
42.36481,-6.55351,329.51,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.9,42.6,N,POINT (-6.55351 42.36481)
42.3624,-6.56006,350.85,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,306.75,17.8,N,POINT (-6.56006 42.3624)
42.35893,-6.56103,331.88,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.38,17.8,N,POINT (-6.56103 42.35893)
42.46513,-7.14918,344.17,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,297.78,43.26,N,POINT (-7.14918 42.46513)
42.46423,-7.14423,353.55,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,301.23,14.73,N,POINT (-7.14423 42.46423)
42.45874,-7.11448,329.86,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,296.08,18.0,N,POINT (-7.11448 42.45874)
42.35545,-6.56193,339.99,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,296.19,5.9,N,POINT (-6.56193 42.35545)
42.45784,-7.10955,315.53,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,292.72,18.0,N,POINT (-7.10955 42.45784)
42.46182,-7.15065,367.0,0.42,0.38,2025-08-16,0236,N20,VIIRS,h,2.0NRT,328.4,43.26,N,POINT (-7.15065 42.46182)
42.46092,-7.14574,326.12,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,309.77,14.73,N,POINT (-7.14574 42.46092)
42.45634,-7.12087,345.17,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,305.52,6.41,N,POINT (-7.12087 42.45634)
42.45542,-7.11586,347.5,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,305.06,18.0,N,POINT (-7.11586 42.45542)
42.45448,-7.11077,337.98,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,324.93,18.0,N,POINT (-7.11077 42.45448)
42.3549,-6.57829,328.96,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,293.37,1.82,N,POINT (-6.57829 42.3549)
42.35298,-6.56816,349.67,0.44,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,298.29,5.9,N,POINT (-6.56816 42.35298)
42.45723,-7.12572,317.29,0.42,0.38,2025-08-16,0236,N20,VIIRS,n,2.0NRT,295.16,6.41,N,POINT (-7.12572 42.45723)
