routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.019,0.0,970
update_state,0.0,0.0,0.0,970
sense_environment,0.18,0.127,0.163,969
update_state_environment,0.003,0.018,0.0,969
get_environment_broadcasts,0.01,0.023,0.0,969
get_agent_broadcasts,0.084,0.154,0.0,969
sense,0.28,0.199,0.232,969
think,0.73,0.811,0.542,969
perform_broadcast,0.007,0.025,0.0,407
do,0.138,0.169,0.085,969
perform_wait_for_messages,0.138,0.186,0.078,626
perform_state_change,0.129,0.125,0.096,179
perform_observation,0.18,0.122,0.151,244
