routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.018,0.055,0.0,969
__check_action_completion,0.0,0.0,0.0,969
preplanner/update_percepts,0.001,0.007,0.0,969
preplanner/needs_planning,0.0,0.005,0.0,969
preplanner/calculate_access_opportunities,0.125,0.155,0.078,170
preplanner/_schedule_observations,0.451,0.596,0.194,170
preplanner/is_observation_path_valid,0.0,0.0,0.0,170
preplanner/_schedule_broadcasts,0.355,0.586,0.088,170
preplanner/_schedule_maneuvers,0.001,0.001,0.001,170
preplanner/__schedule_periodic_replan,0.008,0.043,0.0,170
preplanner/generate_plan,0.847,1.09,0.347,170
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,969
replanner/update_percepts,0.01,0.045,0.0,969
replanner/check_request_completion,0.0,0.0,0.0,969
replanner/check_request_end_time,0.0,0.003,0.0,969
replanner/compare_bids,0.0,0.003,0.0,969
replanner/consensus_phase,0.0,0.004,0.0,969
replanner/is_observation_path_valid,0.0,0.003,0.0,5208
replanner/_get_available_requests,0.366,0.323,0.276,914
replanner/needs_planning,0.335,0.327,0.234,969
replanner/planning_phase,0.987,1.72,0.458,39
replanner/_schedule_observations,0.014,0.028,0.001,39
replanner/_schedule_maneuvers,0.02,0.05,0.005,39
replanner/_schedule_broadcasts,0.04,0.06,0.017,39
replanner/_schedule_waits,0.0,0.0,0.0,39
replanner/generate_plan,1.065,1.72,0.484,39
replanner/calc_imaging_time,0.2,0.165,0.177,13
