Eclipse times for Spacecraft with id vis_sat_2_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
341,511
934,1104
1527,1697
2121,2289
2714,2882
3308,3475
3901,4067
4494,4660
5088,5253
5681,5845
6275,6438
6868,7031
7462,7623
8055,8216
