routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.003,0.0,258
update_state,0.0,0.0,0.0,258
sense_environment,0.083,0.04,0.078,258
update_state_environment,0.0,0.002,0.0,258
get_environment_broadcasts,0.008,0.014,0.0,258
get_agent_broadcasts,0.031,0.05,0.0,258
sense,0.122,0.059,0.121,258
think,0.115,0.136,0.088,257
perform_broadcast,0.004,0.012,0.0,75
do,0.043,0.051,0.032,257
perform_wait_for_messages,0.043,0.058,0.026,176
perform_state_change,0.032,0.027,0.021,78
perform_observation,0.038,0.026,0.034,78
