routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.008,0.029,0.0,188
__check_action_completion,0.0,0.0,0.0,188
preplanner/update_percepts,0.0,0.0,0.0,188
preplanner/needs_planning,0.0,0.0,0.0,188
preplanner/calculate_access_opportunities,0.187,0.067,0.187,2
preplanner/_schedule_observations,0.417,0.068,0.417,2
preplanner/is_observation_path_valid,0.0,0.0,0.0,2
preplanner/_schedule_broadcasts,1.378,0.372,1.378,2
preplanner/_schedule_maneuvers,0.005,0.001,0.005,2
preplanner/__schedule_periodic_replan,0.001,0.0,0.001,2
preplanner/generate_plan,2.029,0.143,2.029,2
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,188
replanner/update_percepts,0.002,0.008,0.0,188
replanner/check_request_completion,0.0,0.001,0.0,188
replanner/check_request_end_time,0.0,0.0,0.0,188
replanner/compare_bids,0.0,0.0,0.0,188
replanner/consensus_phase,0.0,0.001,0.0,188
replanner/is_observation_path_valid,0.0,0.0,0.0,780
replanner/_get_available_requests,0.0,0.0,0.0,175
replanner/needs_planning,0.004,0.008,0.001,188
replanner/planning_phase,0.0,0.0,0.0,2
replanner/_schedule_observations,0.0,0.0,0.0,2
replanner/_schedule_maneuvers,0.002,0.001,0.002,2
replanner/_schedule_broadcasts,0.041,0.028,0.041,2
replanner/_schedule_waits,0.0,0.0,0.0,2
replanner/generate_plan,0.045,0.03,0.045,2
