Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
0,30,,53.458,49.496,782.9,19.09,21.39,nan
0,1965,,53.076,45.119,736.7,-3.96,4.42,nan
1,30,,53.458,49.496,777.7,17.94,20.09,nan
1,157,,52.054,47.758,743.1,7.84,8.75,nan
2,30,,53.458,49.496,778.5,17.97,20.13,nan
2,157,,52.054,47.758,738.4,4.33,4.83,nan
3,30,,53.458,49.496,785.4,19.17,21.48,nan
3,68,,48.827,44.681,828.0,-25.6,28.82,nan
3,157,,52.054,47.758,740.0,5.16,5.76,nan
4,68,,48.827,44.681,822.0,-24.74,27.83,nan
4,157,,52.054,47.758,748.0,9.18,10.25,nan
4,955,,49.148,46.685,776.2,-17.21,19.27,nan
4,3811,,48.778,45.08,814.9,-23.77,26.72,nan
4,3877,,48.123,44.79,849.4,-28.03,31.62,nan
4,4294,,49.324,46.109,777.7,-17.53,19.64,nan
4,4912,,49.599,47.853,755.7,-12.0,13.41,nan
5,68,,48.827,44.681,821.7,-24.6,27.68,nan
5,922,,49.168,48.13,756.1,-11.9,13.3,nan
5,955,,49.148,46.685,770.0,-15.68,17.55,nan
5,2348,,50.19,49.947,745.5,7.74,8.64,nan
5,2949,,49.464,48.115,749.5,-9.56,10.67,nan
5,3481,,49.744,49.027,744.3,-7.09,7.91,nan
5,3811,,48.778,45.08,812.6,-23.34,26.24,nan
5,3824,,47.365,45.201,867.9,-29.88,33.76,nan
5,3877,,48.123,44.79,843.5,-27.28,30.76,nan
5,4069,,47.635,44.855,863.2,-29.4,33.21,nan
5,4294,,49.324,46.109,775.4,-16.91,18.93,nan
5,4912,,49.599,47.853,748.3,-9.06,10.12,nan
6,68,,48.827,44.681,827.1,-25.21,28.38,nan
6,206,,48.398,47.573,773.6,-16.36,18.32,nan
6,748,,50.49,51.616,762.8,13.69,15.31,nan
6,922,,49.168,48.13,750.1,-9.52,10.63,nan
6,955,,49.148,46.685,769.9,-15.5,17.35,nan
6,1019,,49.812,49.935,741.4,4.73,5.27,nan
6,1155,,49.014,48.796,749.2,-9.14,10.21,nan
6,1360,,48.198,46.898,789.7,-19.59,21.97,nan
6,2348,,50.19,49.947,741.0,4.44,4.96,nan
6,2949,,49.464,48.115,746.1,-7.74,8.64,nan
6,3098,,49.187,48.62,746.7,-8.04,8.98,nan
6,3481,,49.744,49.027,739.5,-2.8,3.12,nan
6,3811,,48.778,45.08,816.0,-23.73,26.68,nan
6,3824,,47.365,45.201,860.4,-29.04,32.79,nan
6,3877,,48.123,44.79,843.1,-27.15,30.61,nan
6,4069,,47.635,44.855,858.9,-28.89,32.62,nan
6,4294,,49.324,46.109,779.1,-17.55,19.66,nan
6,4912,,49.599,47.853,747.2,-8.26,9.23,nan
7,206,,48.398,47.573,769.6,-15.29,17.11,nan
7,748,,50.49,51.616,760.9,12.99,14.52,nan
7,922,,49.168,48.13,750.3,-9.36,10.46,nan
7,955,,49.148,46.685,775.9,-16.71,18.72,nan
7,1019,,49.812,49.935,739.9,2.44,2.72,nan
7,1155,,49.014,48.796,745.3,-6.96,7.78,nan
7,1360,,48.198,46.898,787.0,-18.96,21.25,nan
7,2348,,50.19,49.947,742.9,5.45,6.09,nan
7,2949,,49.464,48.115,749.0,-8.81,9.84,nan
7,3098,,49.187,48.62,745.1,-6.86,7.66,nan
7,3481,,49.744,49.027,741.2,-3.98,4.44,nan
7,3824,,47.365,45.201,858.2,-28.73,32.44,nan
7,3877,,48.123,44.79,848.2,-27.65,31.18,nan
7,4069,,47.635,44.855,860.1,-28.94,32.68,nan
7,4912,,49.599,47.853,752.4,-10.16,11.36,nan
8,206,,48.398,47.573,771.8,-15.64,17.51,nan
8,748,,50.49,51.616,765.3,14.02,15.68,nan
8,922,,49.168,48.13,756.8,-11.52,12.88,nan
8,1019,,49.812,49.935,744.8,6.32,7.05,nan
8,1155,,49.014,48.796,747.7,-7.92,8.85,nan
8,1360,,48.198,46.898,790.2,-19.42,21.78,nan
8,2348,,50.19,49.947,751.1,9.43,10.54,nan
8,3098,,49.187,48.62,749.8,-8.88,9.92,nan
8,3481,,49.744,49.027,749.1,-8.56,9.56,nan
8,3824,,47.365,45.201,861.5,-29.0,32.75,nan
9,1400,,48.46,51.923,746.7,7.04,7.87,nan
10,1400,,48.46,51.923,744.2,5.05,5.64,nan
10,1815,,45.756,48.616,818.3,-23.67,26.62,nan
10,1984,,45.67,47.965,836.6,-26.05,29.35,nan
10,3025,,46.185,49.198,791.7,-19.46,21.82,nan
10,4287,,45.758,48.604,818.5,-23.69,26.65,nan
10,4591,,46.314,49.609,781.4,-17.48,19.59,nan
10,4813,,45.619,48.472,827.0,-24.84,27.97,nan
11,374,,47.142,53.101,752.6,9.27,10.36,nan
11,1400,,48.46,51.923,748.1,7.15,7.99,nan
11,1815,,45.756,48.616,812.3,-22.71,25.52,nan
11,1984,,45.67,47.965,832.5,-25.46,28.68,nan
11,3025,,46.185,49.198,786.6,-18.39,20.62,nan
11,4287,,45.758,48.604,812.5,-22.74,25.56,nan
11,4591,,46.314,49.609,775.7,-16.11,18.04,nan
11,4813,,45.619,48.472,820.5,-23.88,26.86,nan
12,374,,47.142,53.101,746.2,5.59,6.25,nan
12,1815,,45.756,48.616,812.0,-22.56,25.36,nan
12,1984,,45.67,47.965,834.1,-25.58,28.82,nan
12,3025,,46.185,49.198,787.5,-18.44,20.68,nan
12,4287,,45.758,48.604,812.3,-22.61,25.41,nan
12,4591,,46.314,49.609,776.0,-16.04,17.96,nan
12,4813,,45.619,48.472,819.7,-23.67,26.63,nan
13,374,,47.142,53.101,746.1,5.07,5.66,nan
13,1815,,45.756,48.616,817.4,-23.26,26.16,nan
