routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.024,0.059,0.0,3528
__check_action_completion,0.0,0.001,0.0,3528
preplanner/update_percepts,0.002,0.009,0.001,3528
preplanner/needs_planning,0.0,0.0,0.0,3528
preplanner/calculate_access_opportunities,1.095,0.0,1.095,1
preplanner/_schedule_observations,2.415,0.0,2.415,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.017,0.0,0.017,1
preplanner/_schedule_broadcasts,0.895,0.0,0.895,1
preplanner/_schedule_maneuvers,9.319,0.0,9.319,1
preplanner/__schedule_periodic_replan,0.038,0.0,0.038,1
preplanner/generate_plan,14.064,0.0,14.064,1
replanner/needs_planning,0.0,0.0,0.0,3528
replanner/_create_broadcast_path,0.063,0.074,0.025,33
