routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.019,0.0,3529
update_state,0.0,0.0,0.0,3529
sense_environment,0.175,0.098,0.166,3528
update_state_environment,0.002,0.013,0.0,3528
get_environment_broadcasts,0.014,0.027,0.0,3528
get_agent_broadcasts,0.064,0.095,0.0,3528
sense,0.259,0.132,0.242,3528
think,0.446,0.4,0.386,3528
perform_broadcast,0.005,0.02,0.0,1264
do,0.159,0.142,0.128,3528
perform_wait_for_messages,0.15,0.158,0.097,2264
perform_state_change,0.128,0.12,0.09,893
perform_observation,0.172,0.102,0.157,1230
