routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.003,0.032,0.0,8685
__check_action_completion,0.0,0.0,0.0,8685
preplanner/update_percepts,0.001,0.002,0.0,8685
preplanner/needs_planning,0.0,0.0,0.0,8685
preplanner/calculate_access_times,0.161,0.0,0.161,1
preplanner/_schedule_observations,1.511,0.0,1.511,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,79.435,0.0,79.435,1
preplanner/_schedule_maneuvers,1.4,0.0,1.4,1
preplanner/__schedule_periodic_replan,0.091,0.0,0.091,1
preplanner/generate_plan,82.621,0.0,82.621,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,8685
replanner/update_percepts,0.005,0.021,0.001,8685
replanner/check_request_completion,0.0,0.001,0.0,8685
replanner/check_request_end_time,0.0,0.0,0.0,8685
replanner/compare_bids,0.0,0.0,0.0,8685
replanner/consensus_phase,0.0,0.001,0.0,8685
replanner/is_observation_path_valid,0.003,0.03,0.001,202636
replanner/needs_planning,0.009,0.032,0.0,8685
replanner/_get_available_requests,0.115,0.174,0.064,1285
replanner/planning_phase,2.287,6.797,0.268,240
replanner/_schedule_observations,2.173,2.109,1.387,240
replanner/_schedule_maneuvers,0.279,0.22,0.244,240
replanner/_schedule_broadcasts,0.019,0.026,0.011,240
replanner/_schedule_waits,0.0,0.0,0.0,240
replanner/generate_plan,4.823,7.511,2.299,240
replanner/calc_imaging_time,0.112,0.15,0.05,26
