routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00015,0.0006,2e-05,2232
__check_action_completion,6e-05,1e-05,6e-05,2232
preplanner/update_percepts,7e-05,4e-05,6e-05,2232
preplanner/needs_planning,0.0,0.0,0.0,2232
preplanner/calculate_access_opportunities,0.00113,0.00181,0.0007,864
preplanner/is_observation_path_valid,1e-05,1e-05,1e-05,2402
preplanner/_schedule_maneuvers,0.00367,0.00519,0.00232,864
preplanner/__schedule_periodic_replan,0.00012,0.00051,5e-05,864
preplanner/generate_plan,0.02412,0.0161,0.01857,864
replanner/needs_planning,0.0,0.0,0.0,2232
replanner/_create_broadcast_path,0.00628,0.00029,0.00621,4
