routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.006,0.033,0.0,5813
__check_action_completion,0.0,0.0,0.0,5813
preplanner/update_percepts,0.001,0.005,0.0,5813
preplanner/needs_planning,0.0,0.001,0.0,5813
preplanner/calculate_access_times,0.352,0.0,0.352,1
preplanner/_schedule_observations,2.4,0.0,2.4,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,115.552,0.0,115.552,1
preplanner/_schedule_maneuvers,0.673,0.0,0.673,1
preplanner/__schedule_periodic_replan,0.212,0.0,0.212,1
preplanner/generate_plan,119.433,0.0,119.433,1
replanner/compile_new_measurement_request_bids,0.0,0.002,0.0,5813
replanner/update_percepts,0.012,0.052,0.001,5813
replanner/check_request_completion,0.0,0.001,0.0,5813
replanner/check_request_end_time,0.0,0.0,0.0,5813
replanner/compare_bids,0.0,0.003,0.0,5813
replanner/consensus_phase,0.0,0.003,0.0,5813
replanner/is_observation_path_valid,0.005,0.044,0.001,315284
replanner/needs_planning,0.032,0.107,0.0,5813
replanner/_get_available_requests,0.368,0.527,0.175,1472
replanner/planning_phase,3.881,14.07,0.703,417
replanner/_schedule_observations,3.242,3.216,2.246,417
replanner/_schedule_maneuvers,0.351,0.375,0.276,417
replanner/_schedule_broadcasts,0.06,0.165,0.015,417
replanner/_schedule_waits,0.0,0.0,0.0,417
replanner/generate_plan,7.651,14.624,4.379,417
replanner/calc_imaging_time,0.119,0.132,0.068,46
