routine,t_avg,t_std,t_med,n
check_action_statuses,0.006,0.05,0.0,3552
update_state,0.0,0.0,0.0,3552
sense_environment,0.19,0.236,0.154,3551
update_state_environment,0.002,0.02,0.0,3551
get_environment_broadcasts,0.019,0.076,0.0,3551
get_agent_broadcasts,0.179,1.133,0.0,3551
sense,0.396,1.219,0.192,3551
think,3.934,24.35,0.117,3551
perform_broadcast,0.008,0.039,0.0,823
do,1.831,20.528,0.091,3551
perform_wait_for_messages,2.857,25.964,0.074,2210
perform_state_change,0.168,1.029,0.044,790
perform_observation,0.15,0.528,0.112,1188
