routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,475
update_state,0.0,0.0,0.0,475
sense_environment,0.046,0.024,0.039,474
update_state_environment,0.0,0.0,0.0,474
get_environment_broadcasts,0.0,0.0,0.0,474
get_agent_broadcasts,0.0,0.0,0.0,474
sense,0.047,0.024,0.04,474
think,0.195,3.414,0.029,474
perform_state_change,0.072,0.068,0.067,1794
do,0.282,0.374,0.096,474
perform_measurement,0.018,0.016,0.013,84
perform_wait_for_messages,0.059,0.042,0.037,51
perform_broadcast,0.001,0.0,0.0,7
