routine,t_avg,t_std,t_med,n
_read_incoming_messages,2e-05,0.0,2e-05,870
__check_action_completion,6e-05,1e-05,6e-05,870
preplanner/update_percepts,2e-05,0.0,2e-05,870
preplanner/needs_planning,0.0,0.0,0.0,870
preplanner/calculate_access_opportunities,0.00051,0.00127,0.00033,864
preplanner/is_observation_path_valid,1e-05,0.0,0.0,1841
preplanner/_schedule_maneuvers,0.00275,0.00421,0.00148,864
preplanner/__schedule_periodic_replan,0.00011,0.00056,6e-05,864
preplanner/generate_plan,0.0164,0.01259,0.01174,864
replanner/needs_planning,0.0,0.0,0.0,870
