routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1031
__check_action_completion,0.0,0.0,0.0,1031
preplanner/__get_new_requests,0.0,0.0,0.0,1031
preplanner/__update_performed_requests,0.0,0.0,0.0,1031
preplanner/_update_access_times,0.045,1.442,0.0,1031
preplanner/needs_planning,0.0,0.0,0.0,1031
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,1.283,0.0,1.283,1
preplanner/_schedule_broadcasts,0.019,0.0,0.019,2
preplanner/_schedule_maneuvers,0.648,0.0,0.648,1
preplanner/__schedule_periodic_replan,0.503,0.0,0.503,1
preplanner/generate_plan,3.228,0.0,3.228,1
replanner/__get_new_requests,0.0,0.0,0.0,1031
replanner/__update_performed_requests,0.0,0.0,0.0,1031
replanner/_update_access_times,0.034,1.085,0.0,1031
