routine,t_avg,t_std,t_med,n
check_action_statuses,0.007,0.025,0.0,1016
update_state,0.0,0.0,0.0,1016
sense_environment,0.188,0.148,0.162,1015
update_state_environment,0.004,0.033,0.0,1015
get_environment_broadcasts,0.01,0.025,0.0,1015
get_agent_broadcasts,0.083,0.144,0.0,1015
sense,0.292,0.234,0.236,1015
think,0.594,0.745,0.389,1015
perform_broadcast,0.008,0.025,0.0,401
do,0.21,0.22,0.15,1015
perform_wait_for_messages,0.226,0.235,0.16,673
perform_state_change,0.179,0.164,0.121,179
perform_observation,0.237,0.173,0.192,240
