routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.013,0.04,0.0,1015
__check_action_completion,0.0,0.001,0.0,1015
preplanner/update_percepts,0.001,0.012,0.0,1015
preplanner/needs_planning,0.0,0.0,0.0,1015
preplanner/calculate_access_opportunities,0.106,0.117,0.065,170
preplanner/_schedule_observations,0.398,0.517,0.176,170
preplanner/is_observation_path_valid,0.0,0.0,0.0,170
preplanner/_schedule_broadcasts,0.403,0.674,0.123,170
preplanner/_schedule_maneuvers,0.001,0.001,0.001,170
preplanner/__schedule_periodic_replan,0.005,0.023,0.0,170
preplanner/generate_plan,0.822,1.004,0.391,170
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,1015
replanner/update_percepts,0.008,0.028,0.0,1015
replanner/check_request_completion,0.0,0.002,0.0,1015
replanner/check_request_end_time,0.0,0.0,0.0,1015
replanner/compare_bids,0.0,0.001,0.0,1015
replanner/consensus_phase,0.0,0.002,0.0,1015
replanner/is_observation_path_valid,0.0,0.002,0.0,5306
replanner/_get_available_requests,0.25,0.305,0.15,946
replanner/needs_planning,0.226,0.293,0.081,1015
replanner/planning_phase,0.747,1.614,0.305,38
replanner/_schedule_observations,0.01,0.02,0.001,38
replanner/_schedule_maneuvers,0.019,0.031,0.005,38
replanner/_schedule_broadcasts,0.024,0.015,0.017,38
replanner/_schedule_waits,0.0,0.0,0.0,38
replanner/generate_plan,0.802,1.612,0.341,38
replanner/calc_imaging_time,0.115,0.071,0.114,8
